,NOMBRE,DIRECCION,BARRIO,COCINA,SITUACION,TERRAZA,SUPERFICIE_OCUPADA,RATING,NUM_OPINIONES,PRECIO,LONGITUD,LATITUD
1101,Tablafina - NH Collection Calderon,"RBLA. CATALUNYA, 26",la Dreta de l'Eixample,MEDITERRANEO,None,Si,32.4,9.0,113,25,2.16634,41.38954
1102,Tablao de Carmen,"AV. FRANCESC FERRER I GUARDIA, 13",el Poble-sec,ANDALUZ,None,No,None,0.0,0,30,2.14674,41.36914
1103,Tabú,"C. BRUC, 46",la Dreta de l'Eixample,JAPONES,Abierto,Si,6.75,8.9,17,25,2.17287,41.39192
1104,Tacos 99,"AV. PARAL·LEL, 99",el Poble-sec,MEXICANO,None,No,None,0.0,4,15,2.16343,41.37482
1105,Taj Mahal,"C. INDUSTRIA, 166",la Sagrada Família,INDIO,Abierto,No,None,7.3,89,16,2.17514,41.40997
1106,Taller de Tapas - Argenteria,"C. ARGENTERIA, 51","Sant Pere, Santa Caterina i la Ribera",ESPAÑOL,None,Si,18.0,7.9,109,15,2.18061,41.38369
1107,Taller de Tapas - Rambla Catalunya,"RBLA. CATALUNYA, 49",la Dreta de l'Eixample,ESPAÑOL,None,Si,59.22,7.4,202,20,2.16402,41.39049
1108,Taller de Tapas - Travessera,"TRAV. CORTS, 64",la Maternitat i Sant Ramon,ESPAÑOL,None,Si,18.0,0.0,0,15,2.12253,41.37846
1109,Tandoori Nights,"C. CARRETES, 44",el Raval,INDIO,Abierto,Si,9.0,9.3,397,20,2.1672,41.37753
1110,Tantarantana,"C. TANTARANTANA, 24","Sant Pere, Santa Caterina i la Ribera",MEDITERRANEO,Abierto,Si,22.5,0.0,0,25,2.18151,41.38673
1111,Tapa Tapa - C.C. Arenas,"C. LLANÇA, 15",la Nova Esquerra de l'Eixample,MEDITERRANEO,None,Si,15.0,8.4,77,15,2.14982,41.37666
1112,Tapa Tapa - Maremagnum,"MOLL ESPANYA, 5",el Barri Gòtic,MEDITERRANEO,Abierto,No,None,8.7,75,11,2.18239,41.37545
1113,Tapa Tapa - Passeig de Gracia,"PG. GRACIA, 44",la Dreta de l'Eixample,MEDITERRANEO,Abierto,Si,59.22,8.3,168,11,2.16599,41.39174
1114,Tapa Tapa Xiringuito,"C. PONTEVEDRA, 56",la Barceloneta,MEDITERRANEO,None,Si,22.5,8.1,63,11,2.19063,41.37705
1115,Taparazzi,"C. SANTA FE DE NOU MEXIC, 8",Sant Gervasi - Galvany,MEDITERRANEO,None,No,None,8.4,244,20,2.1363,41.39403
1116,Tapas 2254 Restaurant,"C. CONSELL DE CENT, 335",la Dreta de l'Eixample,AUTOR,None,Si,5.4,9.0,989,35,2.16419,41.39011
1117,Tapas Bar Xerta by Fran López - Hotel Ohla Eixample 5*,"C. CORSEGA, 289",la Dreta de l'Eixample,MEDITERRANEO,Sin información,Si,11.25,8.9,186,50,2.15644,41.39448
1118,Tapas La Bona Sort,"C. CARDERS, 12","Sant Pere, Santa Caterina i la Ribera",MEDITERRANEO,Abierto,No,None,9.1,139,20,2.18026,41.38611
1119,Tapeo Born,"C. MONTCADA, 29","Sant Pere, Santa Caterina i la Ribera",CATALAN,Abierto,No,None,9.0,59,25,2.18181,41.38457
1120,Tapería Ordesa,"G.V.. CORTS CATALANES, 522",Sant Antoni,ESPAÑOL,Abierto,Si,15.75,8.7,1267,30,2.15854,41.38179
1121,Tapes Barcelona,"C. AMPLE, 46",el Barri Gòtic,MEDITERRANEO,None,No,None,9.2,277,16,2.18047,41.38106
1122,Tapes Jardí,"C. MARINA, 59",la Vila Olímpica del Poblenou,MEDITERRANEO,Abierto,Si,13.5,8.7,38,20,2.19081,41.3915
1123,Taps Tapas Bar,"C. MARE DE DEU DEL REMEI, 53",el Poble-sec,ESPAÑOL,None,No,None,9.1,205,18,2.15564,41.37292
1124,Taquerías Tamarindo,"C. ARAGO, 236",la Dreta de l'Eixample,MEXICANO,None,Si,11.4,9.5,252,15,2.16223,41.38997
1125,Tasca I Vins Diputació,"C. DIPUTACIO, 304",la Dreta de l'Eixample,CATALAN,None,Si,6.75,0.0,0,18,2.17148,41.39361
1126,Tastem,"C. PROVENÇA, 88",la Nova Esquerra de l'Eixample,MEDITERRANEO,None,Si,6.75,9.2,501,25,2.14796,41.38442
1127,Tasty Q,"C. ARIBAU, 131",l'Antiga Esquerra de l'Eixample,MEDITERRANEO,Sin información,Si,10.8,8.8,180,25,2.15461,41.39181
1128,Tataki Ramen,"TRAV. CORTS, 11",la Maternitat i Sant Ramon,ASIATICO,None,Si,5.4,8.4,31,15,2.1183,41.37619
1129,Taverna Can Roca,"C. GRAN DE SANT ANDREU, 209",Sant Andreu,CATALAN,Cerrado,No,None,0.0,0,25,2.18932,41.43376
1130,Taverna Hofmann,"C. GIRONA, 145",la Dreta de l'Eixample,MEDITERRANEO,None,Si,5.7,9.1,1127,30,2.16595,41.39863
1131,Taverna Oníric,"C. INDUSTRIA, 79",el Camp d'en Grassot i Gràcia Nova,CATALAN,Abierto,No,None,9.0,183,30,2.16896,41.40561
1132,Taverna Pervers,"C. HERCEGOVINA, 24",Sant Gervasi - Galvany,MEDITERRANEO,Abierto,Si,13.5,0.0,0,25,2.13989,41.40298
1133,Taverna del Bisbe,"AV. CATEDRAL, 6",el Barri Gòtic,MEDITERRANEO,Abierto,No,None,0.0,0,30,2.17675,41.38506
1134,Te quiero verde,"C. ROSSELLO, 235",la Dreta de l'Eixample,VEGETARIANO,Abierto,Si,8.55,9.3,14,14,2.15818,41.39408
1135,Tejada Mar,"PG. MARE NOSTRUM, 19",la Barceloneta,MEDITERRANEO,None,No,None,8.5,74,35,2.18986,41.36915
1136,Ten's Tapas Restaurant by Jordi Cruz,"C. REC, 79","Sant Pere, Santa Caterina i la Ribera",MEDITERRANEO,Cerrado,Si,6.0,0.0,0,24,2.18417,41.38432
1137,Tenorio,"PG. GRACIA, 37",la Dreta de l'Eixample,CATALAN,None,Si,52.92,0.0,0,25,2.16534,41.39137
1138,Tequila Cantina mexicana,"C. BILBAO, 13",el Poblenou,MEXICANO,Abierto,Si,4.5,9.0,370,15,2.20587,41.40093
1139,Teresa Carles,"C. JOVELLANOS, 2",el Raval,MEDITERRANEO,Cerrado,No,None,0.0,0,25,2.16802,41.38511
1140,Terminal 42,"C. LLEIDA, 5",el Poble Sec,INTERNACIONAL,Cerrado,Si,3.6,9.3,108,35,2.15451,41.37441
1141,Terra Galega,"C. SANTS, 238",Sants - Badal,GALLEGO,Abierto,Si,6.75,8.5,16,26,2.12894,41.37564
1142,Terrat by Gastón Acurio,"PG. GRACIA, 38",la Dreta de l'Eixample,AUTOR,Abierto,No,None,9.1,136,50,2.16666,41.3912
1143,Terraza Alaire Ramblas,"C. SANT PAU, 9",el Raval,ESPAÑOL,Abierto,No,None,0.0,0,25,2.17284,41.37998
1144,Terraza Restaurante Catedral 1951,"AV. CATEDRAL, 7",el Barri Gòtic,MEDITERRANEO,Abierto,Si,27.0,9.5,150,30,2.17574,41.3849
1145,Tetas y Sopa,"C. ROSSELLO, 368",la Sagrada Família,MEDITERRANEO,None,Si,2.0,0.0,0,14,2.1714,41.40374
1146,Thai Barcelona | Royal Cuisine,"C. DIPUTACIO, 273",la Dreta de l'Eixample,TAILANDES,None,No,None,8.9,2509,27,2.16769,41.39105
1147,Thai Gracia,"C. CORSEGA, 381",la Vila de Gràcia,TAILANDES,None,Si,5.4,9.1,911,25,2.16303,41.39946
1148,Thai Thai,"C. VILLARROEL, 68",l'Antiga Esquerra de l'Eixample,TAILANDES,Cerrado,Si,4.5,0.0,0,20,2.15889,41.38377
1149,Thai Zaap,"C. VILADOMAT, 131",la Nova Esquerra de l'Eixample,TAILANDES,Abierto,Si,8.55,0.0,355,20,2.15547,41.38092
1150,That's Amore,"C. BENAVENT, 23",la Maternitat i Sant Ramon,ITALIANO,Abierto,Si,3.6,9.3,112,20,2.12506,41.37813
1151,The Academy-Dry Martini,"C. ARIBAU, 162",l'Antiga Esquerra de l'Eixample,MEDITERRANEO,Cerrado,No,None,0.0,0,40,2.15378,41.39277
1152,The Alchemix,"C. VALENCIA, 212",l'Antiga Esquerra de l'Eixample,FUSION,None,No,None,9.7,600,75,2.15899,41.38932
1153,The Fish & Chips Shop,"C. ROCAFORT, 70",Sant Antoni,INGLES,Abierto,No,None,0.0,0,12,2.1545,41.37856
1154,The Greenhouse - Hotel Pulitzer,"C. BERGARA, 8",la Dreta de l'Eixample,MEDITERRANEO,Abierto,No,None,0.0,0,22,2.16837,41.38615
1155,The Market Perú,"C. GRAN DE GRACIA, 7",la Vila de Gràcia,PERUANO,Abierto,Si,18.0,0.0,0,25,2.15727,41.39785
1156,The Rooftop at Sir Victor,"C. ROSSELLO, 265",la Dreta de l'Eixample,MEDITERRANEO,Abierto,No,None,8.6,49,22,2.16089,41.39615
1157,The Sopa Boba,"C. BRUC, 115",la Dreta de l'Eixample,MEDITERRANEO,Abierto,No,None,0.0,0,20,2.16669,41.39635
1158,The Sushi Club,"PG. JOAN BORBO COMTE BARCELONA, 74",la Barceloneta,JAPONES,None,Si,24.75,0.0,0,30,2.18944,41.37545
1159,The Terrace - Fairmont Rey Juan Carlos I,"AV. DIAGONAL, 661",la Maternitat i Sant Ramon,MEDITERRANEO,None,No,None,9.1,813,35,2.10885,41.38142
1160,The little Kitchen,"C. MARQUES DE CAMPO SAGRADO, 28",Sant Antoni,INTERNACIONAL,Abierto,Si,9.0,0.0,0,60,2.16515,41.37648
1161,Theseo,"C. COMTE BORRELL, 119",Sant Antoni,MEDITERRANEO,Abierto,Si,2.25,0.0,0,15,2.15834,41.3805
1162,Timesburg Casanova,"C. CASANOVA, 246",l'Antiga Esquerra de l'Eixample,AMERICANO,None,No,None,0.0,0,14,2.14854,41.3933
1163,Timesburg Fabra i Puig,"PG. FABRA I PUIG, 233",Vilapicina i la Torre Llobeta,AMERICANO,Abierto,No,None,0.0,0,12,2.1737,41.43022
1164,Timesburg Les Corts,"C. NICARAGUA, 137",les Corts,AMERICANO,Abierto,Si,20.4,9.0,12,13,2.13659,41.38697
1165,Timesburg Sant Joan,"PG. SANT JOAN, 47",la Dreta de l'Eixample,AMERICANO,Abierto,Si,18.0,7.5,11,12,2.17321,41.39635
1166,Timesburg Sant Pau,"C. ROSSELLO, 520",el Camp de l'Arpa del Clot,AMERICANO,Sin información,No,None,8.9,17,12,2.1804,41.41041
1167,Timesburg Sants,"C. MOIANES, 75",Hostafrancs,AMERICANO,Abierto,No,None,7.6,9,12,2.14246,41.37442
1168,Tio Joe,"VIA. AUGUSTA, 9",Sant Gervasi - Galvany,MEDITERRANEO,Abierto,No,None,0.0,0,15,2.15503,41.39642
1169,Tipo Tapa,"C. ROGENT, 21",el Camp de l'Arpa del Clot,MEDITERRANEO,None,Si,9.0,9.2,103,20,2.18486,41.40912
1170,Tivoli 1940,"C. MUNTANER, 361",Sant Gervasi - Galvany,MEDITERRANEO,Abierto,No,None,0.0,0,20,2.14341,41.39861
1171,Tomax,"C. LORETO, 32",les Corts,MEDITERRANEO,Abierto,No,None,0.0,0,35,2.14232,41.39027
1172,Tomodachi,"TRAV. GRACIA, 250",el Camp d'en Grassot i Gràcia Nova,JAPONES,None,Si,4.5,9.1,584,20,2.16462,41.40547
1173,Tomoe BCN,"C. SANT DELFI, 11",Sant Gervasi - la Bonanova,JAPONES,Cerrado,No,None,9.1,236,15,2.13339,41.40584
1174,Tonka,"C. MARQUES DE CAMPO SAGRADO, 27",Sant Antoni,MEDITERRANEO,Cerrado,Si,4.5,0.0,0,18,2.16482,41.37665
1175,Tonkotsu,"C. VALENCIA, 290",la Dreta de l'Eixample,JAPONES,Abierto,Si,8.55,8.6,434,25,2.16503,41.39385
1176,Topik,"C. VALENCIA, 199",l'Antiga Esquerra de l'Eixample,MEDITERRANEO,Abierto,No,None,0.0,0,30,2.15921,41.38976
1177,Torre d'Alta Mar,"PG. JOAN BORBO COMTE BARCELONA, 88",la Barceloneta,MEDITERRANEO,None,No,None,0.0,0,75,2.18784,41.37127
1178,Tosca del carme,"C. CARME, 40",el Raval,ESPAÑOL,Abierto,Si,9.0,9.1,13,15,2.16962,41.38197
1179,Tossa,"C. NAPOLS, 291",el Camp d'en Grassot i Gràcia Nova,MEDITERRANEO,Cerrado,Si,18.0,0.0,0,20,2.16868,41.40333
1180,Toto,"C. VALENCIA, 246",la Dreta de l'Eixample,Sin información,Cerrado,Si,8.1,0.0,0,29,2.16127,41.39102
1181,Tragaluz,"PTGE. CONCEPCIO, 5",la Dreta de l'Eixample,MEDITERRANEO,Abierto,No,None,0.0,0,32,2.16042,41.39475
1182,Tram Tram,"C. MAJOR DE SARRIA, 121",Sarrià,CATALAN,Abierto,No,None,9.3,307,60,2.12054,41.40077
1183,Transilvania,"C. PROVENÇA, 99",la Nova Esquerra de l'Eixample,ESTE,None,Si,2.25,9.2,566,20,2.15008,41.38628
1184,Trattoria O'Principe,"C. PUJADES, 209",el Poblenou,ITALIANO,Abierto,Si,9.0,0.0,0,17,2.20251,41.40326
1185,Tres Chiles,"C. PARIS, 163",l'Antiga Esquerra de l'Eixample,MEXICANO,Cerrado,Si,6.0,0.0,0,25,2.1512,41.39225
1186,Tribeca,"C. CONSELL DE CENT, 303",l'Antiga Esquerra de l'Eixample,ARROCERIA,Abierto,No,None,0.0,0,11,2.16252,41.38885
1187,Tribo Sushi & Cocktails,"C. ENRIC GRANADOS, 48",l'Antiga Esquerra de l'Eixample,JAPONES,Cerrado,Si,14.85,9.3,627,45,2.15796,41.39126
1188,Truiteria La Ceba,"C. PERLA, 10",la Vila de Gràcia,CATALAN,None,No,None,0.0,0,12,2.15699,41.40328
1189,Tucco Real Food Born,"C. CONSOLAT DE MAR, 23","Sant Pere, Santa Caterina i la Ribera",ITALIANO,None,No,None,9.5,121,12,2.18203,41.38235
1190,Tucco Real Food Eixample,"C. CONSELL DE CENT, 247",l'Antiga Esquerra de l'Eixample,ITALIANO,Cerrado,Si,4.37,9.4,156,12,2.15915,41.3863
1191,TunaTeca Balfegó,"AV. DIAGONAL, 439",l'Antiga Esquerra de l'Eixample,AUTOR,None,No,None,9.7,542,75,2.15023,41.39395
1192,Twins,"G.V.. CARLES III, 87",la Maternitat i Sant Ramon,MEDITERRANEO,Abierto,Si,11.25,0.0,0,20,2.12642,41.38636
1193,Txapela Paseo de Gràcia 58,"PG. GRACIA, 58",la Dreta de l'Eixample,MEDITERRANEO,None,Si,59.22,7.8,42,12,2.1648,41.3927
1194,Txapeldun Egarri,"PG. FABRA I PUIG, 159",Vilapicina i la Torre Llobeta,VASCO,Abierto,Si,14.67,9.5,520,30,2.17868,41.43012
1195,Txirimiri,"C. PRINCESA, 11","Sant Pere, Santa Caterina i la Ribera",VASCO,Abierto,No,None,9.3,153,21,2.17949,41.38466
1196,Txokoa Diagonal,"AV. DIAGONAL, 593",les Corts,MEDITERRANEO,Abierto,Si,18.0,0.0,0,20,2.13089,41.38877
1197,Támara,"C. MUNTANER, 178",l'Antiga Esquerra de l'Eixample,MEDITERRANEO,Abierto,Si,10.07,8.0,265,12,2.15233,41.3921
1198,Tío papelón,"C. SICILIA, 247",la Sagrada Família,VENEZOLANO,Abierto,Si,3.3,0.0,0,10,2.17168,41.40279
1199,Udon Travessera,"TRAV. GRACIA, 30",Sant Gervasi - Galvany,ASIATICO,None,Si,3.6,8.7,19,18,2.14739,41.39462
1200,Ukai - Manuel Girona,"PG. MANUEL GIRONA, 42",Pedralbes,JAPONES,Abierto,Si,4.8,8.5,26,20,2.12432,41.39107
1201,Ukai Eixample,"C. MALLORCA, 188",l'Antiga Esquerra de l'Eixample,JAPONES,Abierto,No,None,8.9,4219,30,2.15702,41.38954
1202,Uma by Iker Erauzkin,"C. PROVENÇA, 310",la Dreta de l'Eixample,MEDITERRANEO,None,No,None,0.0,0,75,2.16342,41.39607
1203,Un Capítol de Vietnam,"C. NAPOLS, 266",la Sagrada Família,VIETNAMITA,Abierto,No,None,8.9,1027,20,2.17049,41.4023
1204,Un chingo de sabor,"C. PROVENÇA, 357",la Dreta de l'Eixample,MEXICANO,None,Si,2.25,9.1,63,17,2.16939,41.40082
1205,Ura Restaurant & Lounge,"AV. DIAGONAL, 477",l'Antiga Esquerra de l'Eixample,MEDITERRANEO,None,Si,6.75,0.0,0,31,2.14569,41.39281
1206,Vacatada,"C. DOCTOR TRUETA, 229",el Poblenou,ARGENTINO,None,Si,13.5,0.0,0,28,2.20456,41.39956
1207,Vallirana Petit Bangkok,"C. VALLIRANA, 29",el Putxet i el Farró,TAILANDES,Cerrado,No,None,0.0,0,18,2.14739,41.40379
1208,Vascobelo V-bar Urgell-Londres,"C. COMTE URGELL, 239",l'Antiga Esquerra de l'Eixample,INTERNACIONAL,None,No,None,0.0,0,20,2.14677,41.39086
1209,Vegan Food Heaven,"AV. ICARIA, 178",la Vila Olímpica del Poblenou,Sin información,None,Si,4.5,9.3,8,15,2.19856,41.39228
1210,Vegetalia Gótico,"C. ESCUDELLERS, 54",el Barri Gòtic,VEGETARIANO,None,Si,18.0,8.6,131,12,2.17771,41.38046
1211,Veiga,"C. DOS DE MAIG, 298",el Camp de l'Arpa del Clot,ESPAÑOL,Cerrado,Si,3.6,0.0,0,20,2.17747,41.41064
1212,Vell Poblenou,"C. TAULAT, 95",el Poblenou,ARROCERIA,None,No,None,0.0,0,19,2.20516,41.39914
1213,Velodromo Bar,"C. MUNTANER, 213",l'Antiga Esquerra de l'Eixample,ESPAÑOL,None,Si,10.8,0.0,0,25,2.15017,41.3935
1214,Velvet Lounge,"C. BALMES, 193",Sant Gervasi - Galvany,MEDITERRANEO,None,Si,13.5,0.0,0,9,2.1523,41.39703
1215,Verde Amore,"C. GALILEU, 261",les Corts,VEGETARIANO,None,No,None,9.3,34,15,2.1326,41.38301
1216,Verdi Dinou,"C. VERDI, 19",la Vila de Gràcia,MEDITERRANEO,Abierto,No,None,9.7,58,20,2.15709,41.40361
1217,Versalles,"C. GRAN DE SANT ANDREU, 255",Sant Andreu,MEDITERRANEO,Cerrado,Si,27.0,8.5,227,22,2.18961,41.43525
1218,Via Granados,"C. ENRIC GRANADOS, 67",l'Antiga Esquerra de l'Eixample,MEDITERRANEO,Abierto,Si,6.75,9.1,567,22,2.15773,41.39115
1219,Victors Bcn,"C. ESCUDELLERS, 40",el Barri Gòtic,MEDITERRANEO,Abierto,Si,9.0,0.0,0,25,2.17708,41.38022
1220,Villa Caprice,"AV. GAUDI, 3",la Sagrada Família,MEDITERRANEO,None,Si,12.0,8.9,540,25,2.17426,41.40506
1221,Vilmar Rosselló,"C. ROSSELLO, 209",l'Antiga Esquerra de l'Eixample,BRASILEÑO,Abierto,Si,4.5,0.0,0,35,2.15654,41.39283
1222,Vinateria rosaluna,"C. FLORIDABLANCA, 5",Sant Antoni,ESPAÑOL,None,Si,5.7,9.0,272,15,2.15451,41.37563
1223,VinoMio,"C. TAJO, 19",Horta,FUSION,None,Si,4.5,0.0,0,25,2.1627,41.42999
1224,Virona 4,"C. CONCILI DE TRENTO, 48",el Clot,INTERNACIONAL,Abierto,Si,11.25,6.5,16,15,2.19318,41.41157
1225,Vivanda,"C. MAJOR DE SARRIA, 134",Sarrià,ESPAÑOL,None,No,None,0.0,0,24,2.121,41.4005
1226,Vivant,"C. CONSELL DE CENT, 394",la Dreta de l'Eixample,INTERNACIONAL,None,Si,2.88,9.2,1505,25,2.17256,41.3961
1227,Vivo Tapas Restaurant Coctelería,"C. ROSSELLO, 255",la Dreta de l'Eixample,MEDITERRANEO,Cerrado,Si,10.2,8.8,579,22,2.15967,41.39522
1228,Volta al Món,"C. MUNTANER, 51",l'Antiga Esquerra de l'Eixample,INTERNACIONAL,Abierto,No,None,0.0,0,25,2.16,41.38607
1229,Vía Fora,"C. RIERA DE SANT MIQUEL, 25",la Vila de Gràcia,MEDITERRANEO,None,No,None,0.0,0,16,2.15679,41.3977
1230,Vía Margutta,"C. FONOLLAR, 2","Sant Pere, Santa Caterina i la Ribera",Sin información,None,Si,9.0,9.2,2130,22,2.18004,41.38675
1231,Watatsumi,"G.V.. CORTS CATALANES, 373",la Nova Esquerra de l'Eixample,JAPONES,Abierto,Si,42.75,8.8,8,30,2.14997,41.37603
1232,Windsor,"C. CORSEGA, 286",la Dreta de l'Eixample,CATALAN,Abierto,No,None,9.2,1117,44,2.15709,41.3947
1233,Wine Mood,"C. VILLARROEL, 26",Sant Antoni,FUSION,Abierto,Si,2.25,9.4,408,34,2.16165,41.38164
1234,Witty - Hotel The Wittmore- Only Adults,"C. RIUDARENES, 7",el Barri Gòtic,INTERNACIONAL,Cerrado,No,None,0.0,0,35,2.1797,41.381
1235,Xampú Xampany,"G.V.. CORTS CATALANES, 702",la Dreta de l'Eixample,MEDITERRANEO,None,Si,15.75,8.9,16,25,2.17439,41.3937
1236,Xavier Pellicer,"C. PROVENÇA, 310",la Dreta de l'Eixample,MEDITERRANEO,None,No,None,9.3,406,55,2.16342,41.39607
1237,Xerta de Fran López,"C. CORSEGA, 289",la Dreta de l'Eixample,CATALAN,Sin información,Si,11.25,9.4,689,95,2.15644,41.39448
1238,Xino Mandarino,"C. DIPUTACIO, 167",l'Antiga Esquerra de l'Eixample,CHINO,Abierto,Si,16.2,9.4,19,20,2.15919,41.38462
1239,Xips & Saladz,"C. SALVADOR ESPRIU, 61",la Vila Olímpica del Poblenou,MEDITERRANEO,Abierto,Si,9.0,0.0,0,16,2.19855,41.39031
1240,Xop Dor,"AV. PARAL·LEL, 204",Sant Antoni,MEDITERRANEO,None,No,None,0.0,0,25,2.15111,41.37528
1241,Xorús,"RBLA. POBLENOU, 105",el Poblenou,MEDITERRANEO,None,Si,13.5,9.3,158,20,2.19869,41.40291
1242,Xoxo,"C. RIERA DE SANT MIQUEL, 69",la Vila de Gràcia,JAPONES,None,No,None,9.1,171,35,2.15459,41.39859
1243,Yakumanka by Gastón Acurio,"C. VALENCIA, 207",l'Antiga Esquerra de l'Eixample,PERUANO,Abierto,Si,7.22,9.5,2209,40,2.15987,41.39026
1244,Yamada Sushi,"C. GRAN DE GRACIA, 57",la Vila de Gràcia,JAPONES,Abierto,No,None,0.0,0,17,2.15574,41.39952
1245,Yamadori,"C. ARIBAU, 68",l'Antiga Esquerra de l'Eixample,JAPONES,Abierto,No,None,0.0,0,25,2.1589,41.38889
1246,Yashima,"AV. JOSEP TARRADELLAS, 145",les Corts,JAPONES,None,No,None,0.0,0,37,2.14347,41.39103
1247,Yoi Yoi Gion,"AV. DIAGONAL, 383",la Dreta de l'Eixample,JAPONES,None,No,None,9.4,861,15,2.16063,41.39659
1248,Yoma II,"C. INDEPENDENCIA, 361",el Camp de l'Arpa del Clot,JAPONES,Abierto,No,None,0.0,0,14,2.17845,41.41144
1249,Yoshinoya-8,"RBLA. POBLENOU, 153",Provençals del Poblenou,JAPONES,Abierto,No,None,0.0,0,18,2.19402,41.40643
1250,Yoüme,"C. ROGER DE FLOR, 204",la Dreta de l'Eixample,JAPONES,Abierto,Si,2.25,0.0,0,15,2.1724,41.39915
1251,Yoüme Sushi,"C. LONDRES, 88",l'Antiga Esquerra de l'Eixample,JAPONES,Abierto,No,None,0.0,0,28,2.15032,41.39301
1252,Yubari,"AV. DIAGONAL, 339",la Dreta de l'Eixample,JAPONES,None,No,None,0.0,0,30,2.16764,41.39833
1253,Zafra,"C. GIRONA, 84",la Dreta de l'Eixample,MEDITERRANEO,None,Si,8.1,7.8,104,23,2.17035,41.39554
1254,Zarautz,"C. ELISI, 13",Hostafrancs,VASCO,None,No,None,9.1,525,29,2.14339,41.37809
1255,Zero 20,"C. INDIBIL, 6",la Font de la Guatlla,MEXICANO,None,No,None,0.0,0,12,2.14349,41.36994
1256,Zinbar,"C. BALMES, 159",l'Antiga Esquerra de l'Eixample,MARROQUI,Abierto,No,None,0.0,0,30,2.15555,41.39458
1257,Zuka Bcn,"C. LONDRES, 90",l'Antiga Esquerra de l'Eixample,JAPONES,None,Si,7.2,0.0,0,30,2.15041,41.39308
1258,about.salmon,"C. RAMIS, 2",la Vila de Gràcia,MARISQUERIA,Cerrado,No,None,0.0,0,24,2.16139,41.40255
1259,la central hamburgueseria-Laietana,"VIA. LAIETANA, 45",el Barri Gòtic,AMERICANO,Abierto,No,None,0.0,0,13,2.17494,41.38672
1260,piccolo,"C. INDUSTRIA, 77",el Camp d'en Grassot i Gràcia Nova,MEDITERRANEO,Abierto,Si,5.4,0.0,0,20,2.16883,41.40549
1261,sensEspina,"C. PARIS, 209",l'Antiga Esquerra de l'Eixample,MEDITERRANEO,Abierto,Si,4.5,9.4,141,20,2.15423,41.39453
1262,ÁNDELE Santa Fe,"C. SANTA FE DE NOU MEXIC, 6",Sant Gervasi - Galvany,MEXICANO,Abierto,No,None,9.0,52,20,2.13728,41.39333
1263,Ándele Arenas,"G.V.. CORTS CATALANES, 373",la Nova Esquerra de l'Eixample,MEXICANO,Abierto,Si,42.75,0.0,0,20,2.14997,41.37603
1264,Ándele París,"C. PARIS, 147",l'Antiga Esquerra de l'Eixample,MEXICANO,Abierto,Si,2.25,9.4,914,24,2.15018,41.39148
1265,Índigo - Hilton Diagonal Mar Barcelona,"PG. TAULAT, 262",Diagonal Mar i el Front Marítim del Poblenou,MEDITERRANEO,None,Si,33.0,0.0,0,35,2.21837,41.40827
1266,Òpera Samfaina,"C. RAMBLA, 51",el Raval,MEDITERRANEO,None,No,None,0.0,0,18,2.17376,41.38034
1267,Terraza Ironhack,"C. PAMPLONA, 96",el Parc i la Llacuna del Poblenou,BBQ,Abierto,Si,20.0,0.0,0,0,2.19071,41.3982
