,NOMBRE,DIRECCION,BARRIO,COCINA,SITUACION,TERRAZA,SUPERFICIE_OCUPADA,RATING,NUM_OPINIONES,PRECIO,LONGITUD,LATITUD
369,El Mirall dels Encants,"C. CASTILLEJOS, 158",el Fort Pienc,MEDITERRANEO,Abierto,Si,27.0,0.0,0,30,2.18514,41.40152
370,El Modernista,"PG. GARCIA FARIA, 29",Diagonal Mar i el Front Marítim del Poblenou,CATALAN,Abierto,Si,27.0,8.4,313,25,2.21073,41.40148
371,El Nilo,"C. DOS DE MAIG, 241",la Sagrada Família,EGIPCIO,None,Si,3.45,0.0,0,18,2.18173,41.40714
372,El Nou Ramonet,"C. CARBONELL, 5",la Barceloneta,MEDITERRANEO,Abierto,No,None,9.1,708,35,2.18763,41.38174
373,El Palacio del Flamenco,"C. BALMES, 139",l'Antiga Esquerra de l'Eixample,ESPAÑOL,None,No,None,0.0,0,60,2.15669,41.39371
374,El Paraguayo,"C. PARC, 1",el Barri Gòtic,ASADOR,Cerrado,No,None,0.0,0,31,2.1784,41.37747
375,El Pescadito de Mandri,"C. MANDRI, 54",Sant Gervasi - la Bonanova,MEDITERRANEO,Abierto,Si,2.25,0.0,0,30,2.13266,41.40454
376,El Petit Firo,"AV. GAUDI, 81",la Sagrada Família,MEDITERRANEO,None,Si,24.0,8.6,133,18,2.17418,41.41045
377,El Pintor,"C. SANT HONORAT, 7",el Barri Gòtic,MEDITERRANEO,Abierto,No,None,8.9,178,30,2.17597,41.38308
378,El Provisional,"C. BALMES, 66",la Dreta de l'Eixample,MEDITERRANEO,Abierto,Si,2.25,9.4,257,25,2.16164,41.39018
379,El Racó - Còrsega,"C. CORSEGA, 196",l'Antiga Esquerra de l'Eixample,Sin información,None,Si,18.0,8.6,161,17,2.15207,41.39087
380,El Racó - Maremagnum,"MOLL ESPANYA, 5",el Barri Gòtic,ITALIANO,Abierto,No,None,0.0,0,18,2.18239,41.37545
381,El Racó - Rambla,"RBLA. CATALUNYA, 25",la Dreta de l'Eixample,Sin información,None,Si,49.5,9.2,506,30,2.16609,41.38898
382,El Racó d'en Pep,"C. SARDENYA, 404",el Baix Guinardó,MEDITERRANEO,Abierto,Si,9.0,0.0,0,"[15, 13, 65, 20, 25, 13, 12, 20, 25, 25, 20, 20, 120, 27, 22, 18, 10, 26, 24, 13]",2.16845,41.40722
383,El Racó de Montjuic,"C. FONT HONRADA, 49",el Poble-sec,Sin información,Abierto,No,None,0.0,0,20,2.15604,41.37234
384,El Racó de la Vila,"C. CIUTAT DE GRANADA, 33",el Poblenou,MEDITERRANEO,Abierto,No,None,0.0,0,25,2.19906,41.39748
385,El Rebost de Sant Antoni,"C. COMTE URGELL, 19",Sant Antoni,MEDITERRANEO,None,Si,4.5,9.5,1227,25,2.16112,41.38001
386,El Refugi,"C. ROGENT, 18",el Camp de l'Arpa del Clot,MEDITERRANEO,None,No,None,9.7,34,30,2.1859,41.40891
387,El Rey del Bacalao,"C. SICILIA, 394",el Camp d'en Grassot i Gràcia Nova,PORTUGUES,Abierto,Si,20.25,9.2,544,25,2.16798,41.40588
388,El Rincón - Grill Restaurant,"C. CARME, 28",el Raval,ASADOR,None,No,None,8.8,189,25,2.17026,41.38232
389,El Salón,"C. HOSTAL EN SOL, 6",el Barri Gòtic,MEDITERRANEO,None,No,None,9.4,977,25,2.1801,41.3818
390,El Secreto de Ellen,"C. DIPUTACIO, 280",la Dreta de l'Eixample,ESPAÑOL,Cerrado,Si,6.75,0.0,0,22,2.16942,41.39204
391,El Señorío,"C. CORSEGA, 607",la Sagrada Família,PERUANO,Abierto,Si,6.75,0.0,0,21,2.17504,41.40849
392,El Suquet de l'Almirall,"PG. JOAN BORBO COMTE BARCELONA, 65",la Barceloneta,ARROCERIA,None,Si,27.0,0.0,0,31,2.18913,41.3762
393,El Tarantín,"C. ARIBAU, 186",l'Antiga Esquerra de l'Eixample,LATINO,Abierto,No,None,0.0,0,28,2.15259,41.39366
394,El Tianguis Trompo,"C. SEPULVEDA, 151",Sant Antoni,MEXICANO,Cerrado,Si,4.5,0.0,0,17,2.16119,41.38237
395,El Túnel del Port,"MOLL GREGAL, 12",la Vila Olímpica del Poblenou,ARROCERIA,None,No,None,0.0,0,41,2.20102,41.38796
396,El Xalet de Montjuïc,"AV. MIRAMAR, 31",el Poble-sec,MEDITERRANEO,Abierto,No,None,9.0,758,45,2.16461,41.36909
397,El boliche del gordo Cabrera,"C. CONSELL DE CENT, 338",la Dreta de l'Eixample,Sin información,None,Si,6.0,0.0,0,38,2.16836,41.39296
398,El cafe d'en Victor,"C. TAPINERIA, 12",el Barri Gòtic,MEDITERRANEO,Abierto,Si,27.0,8.8,78,25,2.1767,41.3848
399,El calamarcito de Beirut,"C. LLULL, 229",el Poblenou,LIBANES,Cerrado,Si,6.75,0.0,0,15,2.20444,41.40287
400,El marinero,"C. MARQUES DE CAMPO SAGRADO, 12",Sant Antoni,MEDITERRANEO,None,Si,2.25,7.2,3,25,2.16399,41.37568
401,El pati,"C. TARRAGONA, 106",la Nova Esquerra de l'Eixample,MEDITERRANEO,Abierto,No,None,0.0,0,20,2.14411,41.37959
402,El pescadito de Balmes,"C. BALMES, 440",el Putxet i el Farró,ARROCERIA,None,Si,22.5,0.0,0,35,2.13818,41.40805
403,El rey de Istanbul,"C. RIBES, 23",el Fort Pienc,TURCO,None,Si,9.0,0.0,0,14,2.1816,41.39459
404,El tall Iberic,"C. VALENCIA, 637",el Clot,MEDITERRANEO,Abierto,Si,6.75,9.2,118,22,2.18857,41.41179
405,El xines Catalunya,"AV. MADRID, 100",Sants - Badal,CHINO,Abierto,No,None,9.8,4,15,2.12795,41.37859
406,El Último Agave,"C. ARAGO, 193",l'Antiga Esquerra de l'Eixample,MEXICANO,Abierto,Si,5.4,0.0,0,18,2.1589,41.38789
407,Electric Bcn,"C. ENTENÇA, 116",la Nova Esquerra de l'Eixample,ITALIANO,None,Si,8.55,0.0,0,20,2.14909,41.38089
408,Elephant Restaurant Lounge,"C. PAU CLARIS, 92",la Dreta de l'Eixample,MEDITERRANEO,Abierto,Si,6.75,0.0,0,35,2.17059,41.39027
409,Els Mosqueters,"C. CASANOVA, 138",l'Antiga Esquerra de l'Eixample,CATALAN,Cerrado,Si,5.7,0.0,0,25,2.15467,41.38862
410,Els Tres Porquets,"RBLA. POBLENOU, 165",Provençals del Poblenou,MEDITERRANEO,Abierto,No,None,9.3,805,38,2.1931,41.40711
411,Embat,"C. MALLORCA, 304",la Dreta de l'Eixample,MEDITERRANEO,Abierto,No,None,0.0,0,25,2.167,41.39706
412,Enoteca Paco Pérez - Hotel Arts Barcelona,"C. MARINA, 19",la Barceloneta,MEDITERRANEO,Cerrado,Si,32.0,0.0,55,180,2.19657,41.38711
413,Enric i Pau,"C. MINERIA, 4",la Marina de Port,ESPAÑOL,None,Si,8.1,0.0,0,20,2.13704,41.36382
414,Entre Brases,"C. ARIBAU, 186",l'Antiga Esquerra de l'Eixample,CREATIVO,Abierto,No,None,0.0,0,25,2.15259,41.39366
415,Entre Catas,"C. HUELVA, 47",Sant Martí de Provençals,ESPAÑOL,None,Si,4.5,9.4,104,25,2.19532,41.41687
416,Entre Tapes - Manso,"C. CALABRIA, 23",Sant Antoni,MEDITERRANEO,Abierto,Si,2.25,9.4,21,15,2.15947,41.37619
417,Entre Tapes - Meridiana,"AV. MERIDIANA, 408",Sant Andreu,MEDITERRANEO,Abierto,Si,2.4,0.0,0,15,2.18355,41.43169
418,Equilibri Bcn,"C. SARDENYA, 404",el Baix Guinardó,MEDITERRANEO,Abierto,Si,9.0,9.4,331,47,2.16845,41.40722
419,Eroica Caffè Barcelona,"C. CONSELL DE CENT, 350",la Dreta de l'Eixample,ITALIANO,None,No,None,9.4,93,30,2.16931,41.39368
420,Es tastet,"C. COMTE BORRELL, 72",Sant Antoni,MEDITERRANEO,None,Si,4.5,0.0,0,25,2.16027,41.37932
421,Espai Kru,"C. LLEIDA, 7",el Poble Sec,MARISQUERIA,Abierto,Si,4.8,0.0,0,35,2.15459,41.37427
422,Espai Quera,"C. PETRITXOL, 2",el Barri Gòtic,CATALAN,Abierto,No,None,0.0,12,20,2.17338,41.38253
423,Estel de Gràcia,"C. CORSEGA, 337",la Vila de Gràcia,MEDITERRANEO,Abierto,No,None,9.5,286,24,2.16079,41.39778
424,Esthvan,"C. PALENCIA, 45",la Sagrera,MARISQUERIA,Abierto,Si,2.25,9.3,179,34,2.19086,41.41866
425,Estimar Barcelona,"C. SANT ANTONI DELS SOMBRERERS, 3","Sant Pere, Santa Caterina i la Ribera",MEDITERRANEO,Abierto,No,None,9.3,365,80,2.18171,41.38418
426,Estruch,"AV. CATEDRAL, 3",el Barri Gòtic,MEDITERRANEO,Abierto,Si,13.5,0.0,0,23,2.17536,41.38461
427,Etapes,"C. ENRIC GRANADOS, 10",l'Antiga Esquerra de l'Eixample,MEDITERRANEO,Abierto,Si,4.5,9.4,1065,35,2.16151,41.38862
428,Europa Café,"AV. DIAGONAL, 469",l'Antiga Esquerra de l'Eixample,MEDITERRANEO,None,Si,19.44,0.0,0,25,2.14681,41.39307
429,Fa Patxoca,"C. MERCADERS, 28","Sant Pere, Santa Caterina i la Ribera",MEDITERRANEO,Abierto,Si,6.75,0.0,0,18,2.17768,41.38554
430,Fabrik,"C. LLULL, 169",el Poblenou,MEDITERRANEO,Abierto,Si,4.5,0.0,0,20,2.2012,41.40041
431,Falafelgi,"C. SARDENYA, 310",la Sagrada Família,LIBANES,None,Si,5.2,9.3,185,20,2.17474,41.40246
432,Farga de Beethoven,"C. BEETHOVEN, 11",Sant Gervasi - Galvany,MEDITERRANEO,Abierto,Si,16.5,0.0,0,23,2.14057,41.39311
433,Farga de Diagonal,"AV. DIAGONAL, 391",la Dreta de l'Eixample,CATALAN,None,Si,19.44,0.0,0,35,2.15795,41.39591
434,Farola,"C. REC, 67","Sant Pere, Santa Caterina i la Ribera",ITALIANO,None,Si,6.0,9.2,3,12,2.18345,41.38465
435,Fermentum,"C. ENRIC GRANADOS, 115",l'Antiga Esquerra de l'Eixample,Sin información,None,Si,6.75,8.0,586,30,2.15522,41.39306
436,Ferrum,"C. CORSEGA, 400",la Dreta de l'Eixample,MEDITERRANEO,Abierto,Si,3.6,9.2,423,22,2.16441,41.4002
437,Filomena Gastrobar,"C. ALDANA, 8",Sant Antoni,MEDITERRANEO,None,Si,4.2,9.4,204,18,2.16625,41.37568
438,Firo Tast,"AV. GAUDI, 81",la Sagrada Família,FUSION,None,Si,24.0,0.0,0,24,2.17418,41.41045
439,Fiser,"C. MUNTANER, 248",Sant Gervasi - Galvany,MEDITERRANEO,Abierto,Si,9.0,0.0,0,25,2.14893,41.39467
440,Fish & Chips Shop - Universitat,"C. ARIBAU, 18",l'Antiga Esquerra de l'Eixample,INTERNACIONAL,Abierto,No,None,0.0,0,12,2.16219,41.38641
441,Fishhh!,"AV. DIAGONAL, 557",les Corts,MARISQUERIA,Abierto,No,None,9.4,342,36,2.13492,41.38982
442,Fit Kitchen,"C. LONDRES, 91",l'Antiga Esquerra de l'Eixample,INTERNACIONAL,None,Si,3.45,0.0,0,13,2.14997,41.39302
443,Flamant,"C. ENRIC GRANADOS, 23",l'Antiga Esquerra de l'Eixample,MEDITERRANEO,None,Si,15.0,8.9,330,25,2.16135,41.38846
444,Flash Flash,"C. GRANADA DEL PENEDES, 25",Sant Gervasi - Galvany,MEDITERRANEO,Abierto,No,None,9.1,132,20,2.15224,41.39662
445,Flax&Kale,"C. TALLERS, 74",el Raval,MEDITERRANEO,None,Si,18.0,0.0,0,25,2.16521,41.38518
446,Flor de Maig Pintor Fortuny,"C. PINTOR FORTUNY, 29",el Raval,VEGETARIANO,Abierto,No,None,0.0,0,15,2.16915,41.38248
447,Flora Restaurant,"C. JONQUERES, 10","Sant Pere, Santa Caterina i la Ribera",EUROPEO,Cerrado,No,None,8.6,7,20,2.17417,41.38826
448,Florida Grill,"C. FLORIDABLANCA, 119",Sant Antoni,MEDITERRANEO,Abierto,Si,10.8,0.0,0,25,2.16143,41.38085
449,Foc i oli,"C. PARIS, 177",l'Antiga Esquerra de l'Eixample,CATALAN,Abierto,Si,8.1,9.4,191,22,2.1521,41.3929
450,Fogo,"C. CORSEGA, 231",l'Antiga Esquerra de l'Eixample,BRASILEÑO,None,Si,2.85,0.0,0,"[18, 9, 16, 35, 35, 30, 20, 24, 35, 12, 11, 65, 30, 35, 25, 40, 27, 19, 35, 35, 40]",2.15322,41.39207
451,Forastera,"C. SANCHO DE AVILA, 22",el Parc i la Llacuna del Poblenou,MEDITERRANEO,Abierto,Si,25.65,0.0,0,20,2.18854,41.39748
452,Forno d'Oro,"G.V.. CORTS CATALANES, 295",Hostafrancs,MEDITERRANEO,Abierto,Si,6.75,0.0,0,15,2.14499,41.37226
453,Foxos de Llúria,"C. ROGER DE LLURIA, 50",la Dreta de l'Eixample,GALLEGO,Abierto,Si,11.4,0.0,0,25,2.16945,41.39285
454,Foz,"C. DIPUTACIO, 174",l'Antiga Esquerra de l'Eixample,MEDITERRANEO,Abierto,Si,5.7,9.2,805,25,2.1591,41.3843
455,Frankfurt Joan,"C. JONCAR, 3",el Poblenou,MEDITERRANEO,Abierto,Si,3.45,0.0,0,16,2.20309,41.40014
456,Fratelli la Bufala,"C. PAU CLARIS, 72",la Dreta de l'Eixample,ITALIANO,Abierto,Si,6.0,9.2,264,16,2.17187,41.38932
457,Fuji Ya Barcelona,"C. GUILLEM TELL, 18",el Putxet i el Farró,ESPAÑOL,None,No,None,6.7,57,15,2.1489,41.4028
458,Fukuoka Sushi & Grill,"C. MILA I FONTANALS, 60",la Vila de Gràcia,JAPONES,None,No,None,9.4,1199,11,2.16139,41.4022
459,Fulano Mengano,"C. MUNTANER, 325",Sant Gervasi - Galvany,MEDITERRANEO,Abierto,Si,6.75,0.0,0,20,2.14493,41.39748
460,Futami,"C. ENRIC GRANADOS, 10",l'Antiga Esquerra de l'Eixample,JAPONES,Abierto,Si,4.5,0.0,0,21,2.16151,41.38862
461,Gaig Barcelona,"C. NAU SANTA MARIA, 5",les Corts,CATALAN,Abierto,No,None,0.0,0,40,2.13214,41.39142
462,Gala,"C. JOAN TORRAS, 26",Sant Andreu,MEDITERRANEO,Abierto,Si,9.0,9.2,344,15,2.19078,41.43758
463,Gallito,"PG. MARE NOSTRUM, 19",la Barceloneta,MEDITERRANEO,None,No,None,0.0,0,32,2.18986,41.36915
464,Gallo de Oro,"C. NAPOLS, 266",la Sagrada Família,MEXICANO,Abierto,No,None,0.0,0,25,2.17049,41.4023
465,Gamba de la Costa,"C. ROGER DE FLOR, 252",el Camp d'en Grassot i Gràcia Nova,MEDITERRANEO,Abierto,No,None,9.1,500,35,2.1684,41.40221
466,Gandhi Executive Food,"C. COMTE BORRELL, 160",la Nova Esquerra de l'Eixample,INDIO,Abierto,Si,6.75,0.0,0,20,2.15476,41.38344
467,Gardenia Taverna Gastronomica,"C. PARIS, 161",l'Antiga Esquerra de l'Eixample,MEDITERRANEO,Cerrado,Si,4.37,0.0,0,30,2.15107,41.39214
468,Gastrobar nº 30 Barceloneta,"PG. JOAN BORBO COMTE BARCELONA, 30",la Barceloneta,ESPAÑOL,None,Si,30.0,0.0,0,35,2.18804,41.37904
469,Gatsby Barcelona,"C. TUSET, 19",Sant Gervasi - Galvany,MEDITERRANEO,Abierto,No,None,9.2,660,40,2.15144,41.39621
470,Gaudí,"C. GRAN DE LA SAGRERA, 106",la Sagrera,MEDITERRANEO,None,Si,9.6,0.0,0,10,2.1912,41.42399
471,Gent del Barri,"C. ROGENT, 25",el Camp de l'Arpa del Clot,MEDITERRANEO,Abierto,Si,13.5,8.6,167,20,2.18461,41.40916
472,Gilda by Belgious,"C. AMPLE, 34",el Barri Gòtic,BELGA,Abierto,No,None,9.3,1708,24,2.18025,41.38073
473,Ginos - Maremagnum,"MOLL ESPANYA, 5",el Barri Gòtic,ITALIANO,Abierto,No,None,0.0,0,15,2.18239,41.37545
474,Ginos - Tuset,"C. TUSET, 2",Sant Gervasi - Galvany,Sin información,None,Si,12.15,0.0,0,15,2.15302,41.39536
475,Ginos Sepúlveda,"C. SEPULVEDA, 183",Sant Antoni,Sin información,None,Si,27.0,0.0,0,15,2.16331,41.38396
476,Giorgio Barcelona,"C. AUSIAS MARC, 3",la Dreta de l'Eixample,ITALIANO,Abierto,No,None,9.3,87,20,2.17367,41.39004
477,Goja Rooftop Experience - Hotel Renaissance Barcelona,"C. PAU CLARIS, 122",la Dreta de l'Eixample,MEDITERRANEO,None,Si,17.1,8.9,81,30,2.16727,41.39278
478,Gola Taperia,"C. TORDERA, 33",la Vila de Gràcia,ITALIANO,None,No,None,9.1,3349,30,2.16144,41.40163
479,Golfo de Bizkaia Born,"C. VIDRIERIA, 12","Sant Pere, Santa Caterina i la Ribera",VASCO,None,No,None,8.8,57,20,2.18307,41.38402
480,Goliard,"C. PROGRES, 6",la Vila de Gràcia,CATALAN,None,No,None,0.0,0,34,2.16065,41.39985
481,Gornishki,"AV. DIAGONAL, 608",Sant Gervasi - Galvany,MEDITERRANEO,Abierto,Si,7.65,8.8,13,15,2.1427,41.39268
482,Gorria,"C. DIPUTACIO, 421",el Fort Pienc,VASCO,Abierto,Si,8.55,9.7,236,70,2.178,41.39876
483,Gouthier Bar de Ostras,"C. MAÑE I FLAQUER, 8",Sarrià,MEDITERRANEO,None,Si,6.75,9.0,293,25,2.12445,41.39731
484,Grand Place Bistrot - Gran Hotel Havana,"G.V.. CORTS CATALANES, 647",la Dreta de l'Eixample,MEDITERRANEO,None,No,None,0.0,0,35,2.17221,41.39273
485,Greco's of Brooklyn,"C. MALLORCA, 308",la Dreta de l'Eixample,ITALIANO,Cerrado,Si,8.1,9.5,175,15,2.16718,41.39717
486,Green Spot,"C. REINA CRISTINA, 12","Sant Pere, Santa Caterina i la Ribera",INSIDER,Abierto,No,None,0.0,0,35,2.18369,41.38194
487,GreenVita - Diagonal,"AV. DIAGONAL, 3",Diagonal Mar i el Front Marítim del Poblenou,INTERNACIONAL,Abierto,Si,16.2,8.5,306,15,2.21642,41.41045
488,GreenVita Glòries,"AV. DIAGONAL, 208",el Parc i la Llacuna del Poblenou,MEDITERRANEO,Abierto,Si,43.56,8.7,154,15,2.19252,41.40497
489,Grill Room - Bar Thonet,"C. ESCUDELLERS, 8",el Barri Gòtic,MEDITERRANEO,Abierto,No,None,8.7,87,30,2.17606,41.37925
490,Grill restaurant,"C. FRENERIA, 5",el Barri Gòtic,ASADOR,Abierto,No,None,9.1,1134,25,2.17735,41.38373
491,Gu restaurante,"C. INDEPENDENCIA, 361",el Camp de l'Arpa del Clot,ASIATICO,Abierto,No,None,9.0,33,20,2.17845,41.41144
492,Guanabara,"C. CONSELL DE CENT, 403",la Dreta de l'Eixample,BRASILEÑO,Abierto,No,None,0.0,0,25,2.1712,41.39538
493,Gust,"G.V.. CORTS CATALANES, 633",la Dreta de l'Eixample,MEDITERRANEO,Cerrado,Si,10.8,0.0,0,22,2.17056,41.39147
494,Gut,"C. PERILL, 13",la Vila de Gràcia,Sin información,Abierto,No,None,9.5,928,25,2.16123,41.39935
495,H1898 - El Nido,"C. RAMBLA, 109",el Raval,MEDITERRANEO,None,No,None,0.0,0,27,2.1712,41.38351
496,Haddock - La Taverne Canaille,"C. VALENCIA, 181",l'Antiga Esquerra de l'Eixample,ESPAÑOL,Abierto,Si,9.0,0.0,0,40,2.15808,41.38891
497,Haha,"C. PARIS, 175",l'Antiga Esquerra de l'Eixample,JAPONES,Cerrado,Si,8.1,0.0,0,30,2.15199,41.39282
498,Hall0 Cocktail Bar - Monument Hotel 5*GL,"PG. GRACIA, 75",la Dreta de l'Eixample,MEDITERRANEO,None,No,None,0.0,0,40,2.16223,41.39394
499,Happy Day Vegetariano,"C. PAU CLARIS, 143",la Dreta de l'Eixample,VEGETARIANO,Abierto,Si,12.0,0.0,0,15,2.16554,41.39381
500,Happy Rock Bar & Grill,"G.V.. CORTS CATALANES, 373",la Nova Esquerra de l'Eixample,Sin información,Abierto,Si,42.75,8.5,111,28,2.14997,41.37603
501,Haveli,"C. CABANES, 32",el Poble-sec,INDIO,Abierto,No,None,0.0,0,30,2.17002,41.37326
502,Hawker 45,"C. CASP, 45",la Dreta de l'Eixample,ASIATICO,None,No,None,8.3,15,20,2.17418,41.39212
503,Hidalgo,"C. BALMES, 396",el Putxet i el Farró,MEDITERRANEO,None,Si,5.7,0.0,0,25,2.13927,41.40593
504,Hideout Burger,"C. CONSELL DE CENT, 242",l'Antiga Esquerra de l'Eixample,AMERICANO,Abierto,Si,8.1,0.0,0,15,2.16021,41.38683
505,Hisako,"C. LONDRES, 91",l'Antiga Esquerra de l'Eixample,JAPONES,None,Si,3.45,0.0,0,37,2.14997,41.39302
506,Hisop,"PTGE. MARIMON, 9",Sant Gervasi - Galvany,MEDITERRANEO,Abierto,No,None,0.0,0,41,2.14802,41.39449
507,Hofmann,"C. GRANADA DEL PENEDES, 14",Sant Gervasi - Galvany,MEDITERRANEO,Abierto,No,None,9.6,450,70,2.15301,41.39717
508,Hoja Santa by Albert Adrià y Paco Méndez,"AV. MISTRAL, 54",Sant Antoni,MEXICANO,Cerrado,Si,20.0,0.0,0,110,2.15416,41.37613
509,HonestFood Llacuna,"C. LLACUNA, 118",el Poblenou,Sin información,Cerrado,Si,4.5,0.0,0,14,2.19552,41.40382
510,Honkaku II,"C. MALLORCA, 105",la Nova Esquerra de l'Eixample,JAPONES,Abierto,No,None,8.8,730,15,2.1522,41.38618
511,Hummus Barcelona,"C. VALENCIA, 227",la Dreta de l'Eixample,VEGETARIANO,Abierto,Si,4.37,8.9,1387,17,2.1612,41.39124
512,INACTIU Buffet del Casino,"C. MARINA, 19",la Barceloneta,INTERNACIONAL,Cerrado,Si,32.0,0.0,0,35,2.19657,41.38711
513,IRATI Taverna Basca,"C. CARDENAL CASAÑAS, 17",el Barri Gòtic,VASCO,None,No,None,9.4,149,40,2.17349,41.38211
514,Idíl.lic,"C. MUNTANER, 32",l'Antiga Esquerra de l'Eixample,VEGETARIANO,None,Si,2.25,0.0,0,17,2.16109,41.38548
515,Idò DO Balear,"C. VILADOMAT, 43",Sant Antoni,MEDITERRANEO,Abierto,Si,2.4,0.0,0,15,2.16055,41.37708
516,Ignició,"C. CORSEGA, 244",l'Antiga Esquerra de l'Eixample,MEDITERRANEO,Abierto,Si,6.75,0.0,0,25,2.15503,41.39309
517,Ikibana Paral·lel,"AV. PARAL·LEL, 148",Sant Antoni,JAPONES,None,No,None,9.0,2433,40,2.15826,41.37521
518,Ikibana Sarrià,"C. DOCTOR FLEMING, 11",les Tres Torres,FUSION,Abierto,Si,45.0,9.0,2896,40,2.1352,41.39267
519,Il Capriccio Napoletano,"C. LAS NAVAS DE TOLOSA, 283",el Clot,ITALIANO,Abierto,Si,2.25,0.0,0,25,2.18816,41.41422
520,Il Capriccio Pizzeria Ristorante,"C. SANT ANTONI MARIA CLARET, 125",el Baix Guinardó,ITALIANO,Abierto,No,None,0.0,0,15,2.17159,41.40929
521,Il Cuore Di Napoli,"C. CORSEGA, 232",l'Antiga Esquerra de l'Eixample,ITALIANO,Abierto,Si,2.25,8.7,74,15,2.15437,41.39266
522,Il Giardinetto,"C. GRANADA DEL PENEDES, 22",Sant Gervasi - Galvany,ITALIANO,Abierto,No,None,8.9,175,28,2.15284,41.39707
523,Il Giardinetto di Gràcia,"C. SANT LLUIS, 37",la Vila de Gràcia,Sin información,Cerrado,No,None,0.0,0,20,2.15991,41.40529
524,Il Mercante Di Venezia,"C. JOSEP ANSELM CLAVE, 11",el Barri Gòtic,ITALIANO,Abierto,No,None,9.4,1912,24,2.1779,41.37739
525,Il Piccolo de Gràcia,"C. RAMON Y CAJAL, 146",la Vila de Gràcia,Sin información,None,No,None,0.0,0,30,2.16262,41.40501
526,Il Pomo d'Oro,"C. ROSSELLO, 239",la Dreta de l'Eixample,ITALIANO,None,Si,4.5,9.1,2272,17,2.15848,41.39432
527,Ilnamiki,"C. COMTE URGELL, 22",Sant Antoni,MEXICANO,None,Si,5.7,8.5,77,21,2.16165,41.38005
528,Impression Lounge,"C. BLAI, 46",el Poble Sec,MEDITERRANEO,Abierto,Si,9.0,8.8,13,20,2.16331,41.37419
529,Indian Herbs,"C. CORSEGA, 421",la Vila de Gràcia,INDIO,Abierto,Si,6.0,9.4,8,20,2.16467,41.4007
530,Indian Palace,"C. SANTALO, 73",Sant Gervasi - Galvany,INDIO,Abierto,No,None,0.0,0,20,2.14345,41.39741
531,Indian curry house,"C. MUNTANER, 443",Sant Gervasi - Galvany,INDIO,Abierto,No,None,9.4,29,18,2.13989,41.40124
532,Indochine Ly Leap,"C. MUNTANER, 82",l'Antiga Esquerra de l'Eixample,AUTOR,None,No,None,8.8,2926,50,2.15793,41.38792
533,Informal by Marc Gascons - The Serras Hotel Barcelona,"PG. COLOM, 9",el Barri Gòtic,MEDITERRANEO,Abierto,Si,18.0,9.0,1520,50,2.18082,41.38016
534,Inmortales Trattoria,"C. MARC AURELI, 27",Sant Gervasi - Galvany,Sin información,Abierto,No,None,8.7,1148,25,2.14241,41.40181
535,Inti&chaska,"C. ARAGO, 211",l'Antiga Esquerra de l'Eixample,PERUANO,Cerrado,Si,2.25,8.9,267,14,2.15991,41.38863
536,Intrepid de Gracia,"C. TORRENT DE OLLA, 176",la Vila de Gràcia,INTERNACIONAL,None,Si,2.4,0.0,0,15,2.15495,41.40427
537,Ipar-Txoko,"C. MOZART, 22",la Vila de Gràcia,VASCO,None,No,None,9.1,222,31,2.15811,41.39956
538,Italian Ocean,"C. JONQUERA, 4",el Poblenou,ITALIANO,None,Si,5.7,8.2,21,15,2.20699,41.40016
539,Iurantia,"C. CASANOVA, 42",l'Antiga Esquerra de l'Eixample,CREATIVO,Abierto,Si,5.4,0.0,0,22,2.16041,41.38434
540,Ivy Resto Lounge,"C. ARIBAU, 242",Sant Gervasi - Galvany,JAPONES,Abierto,Si,33.75,0.0,0,30,2.14974,41.3958
541,JOY JAPONES BUFFET,"C. ARAGO, 193",l'Antiga Esquerra de l'Eixample,JAPONES,Abierto,Si,5.4,9.0,681,15,2.1589,41.38789
542,Jaizkibel,"C. SICILIA, 180",el Fort Pienc,VASCO,None,No,None,8.8,148,29,2.18074,41.39625
543,Jaleo Barcelona,"C. TUSET, 5",Sant Gervasi - Galvany,MEDITERRANEO,None,Si,4.5,7.7,177,30,2.15207,41.39572
544,Jamón Jamón - Diagonal,"AV. DIAGONAL, 145",el Poblenou,MEDITERRANEO,None,No,None,0.0,0,14,2.19809,41.40587
545,Jamón Jamón - Europa,"C. EUROPA, 23",les Corts,MEDITERRANEO,Cerrado,Si,18.0,8.1,109,13,2.13018,41.38732
546,Jamón y Vino,"C. SARDENYA, 310",la Sagrada Família,MEDITERRANEO,None,Si,5.2,8.8,370,20,2.17474,41.40246
547,Jardin Mimosa - Mandarin Oriental Barcelona,"PG. GRACIA, 38",la Dreta de l'Eixample,MEDITERRANEO,Abierto,No,None,0.0,0,40,2.16666,41.3912
548,Jef Coffee & Pizza,"C. SANT ANTONI MARIA CLARET, 131",el Baix Guinardó,Sin información,Abierto,Si,4.5,0.0,0,15,2.17178,41.40941
549,Jobs Restaurant,"C. MALLORCA, 170",l'Antiga Esquerra de l'Eixample,MEDITERRANEO,Cerrado,Si,8.1,0.0,0,25,2.1558,41.3886
550,Jou's Food Experience,"C. LLULL, 226",el Poblenou,MEDITERRANEO,Abierto,Si,6.84,8.8,1206,15,2.20381,41.40213
551,Julivert Meu,"C. BONSUCCES, 7",el Raval,CATALAN,None,No,None,0.0,0,20,2.17018,41.38429
