Outlet,St. type,Street,Number,Postal code,Latitude,Longitude,Municipality,Situation,Date
HERMANAS,CL,MIGUEL HERNANDEZ,19,08042,41.44291,2.16507,BARCELONA,Abierto con normalidad,2021-04-29
SUPER BATLLORI,CL,BATLLORI,8,08042,41.44351,2.17783,BARCELONA,Abierto con normalidad,2021-04-26
RTE ALACRIM BLANC,PS,SANT GERVASI,16,08022,41.40843,2.13436,BARCELONA,Abierto exclusivamente para take away/delivery,2021-04-23
THE FISH AND CHIPS SHOP,CL,BALMES,244,08006,41.39937,2.15029,BARCELONA,Abierto con normalidad,2021-04-29
CATALUNYA SUPERMERCAT TAULAT,CL,TAULAT,263,08005,41.40522,2.21243,BARCELONA,Abierto con normalidad,2021-04-28
GRAN BISTEC,CL,ARTA,11,08016,41.43860,2.17941,BARCELONA,Abierto con normalidad,2021-04-23
BOHEME MARINA,CL,MARINA,104,08018,41.39425,2.18773,BARCELONA,Abierto con normalidad,2021-04-29
CHUNICHI COMICS,PS,SANT JOAN,21,08010,41.39287,2.17816,BARCELONA,Abierto con normalidad,2021-04-30
HELADERIA GUD,CL,GIRALT EL PELLISSER,2,08003,41.38601,2.17965,BARCELONA,Abierto con normalidad,2020-07-07
SUPER FRESC 3,CL,TELEGRAF,32,08041,41.41688,2.17429,BARCELONA,Abierto con normalidad,2021-04-29
TATAKI RAMEN,CL,TRAVESSERA DE LES CORTS,11,08028,41.38578,2.13407,BARCELONA,Abierto con normalidad,2021-02-04
TIERRA DEL FUEGO,CL,VENERO,18,08005,41.40179,2.20144,BARCELONA,Abierto con normalidad,2021-04-22
LECCABAFFI,CL,VALENCIA,341,08009,41.39770,2.16992,BARCELONA,Abierto con normalidad,2021-04-29
CAFETERIA HUSH-HUSH,CL,FONOLLAR,4,08003,41.38676,2.17984,BARCELONA,Abierto con normalidad,2020-09-14
QUE ME TOMO,CL,PARIS,162,08036,41.39225,2.15141,BARCELONA,Abierto con normalidad,2021-04-28
SUPERMERCAT BOQUERIA,CL,BOQUERIA,3,08002,41.38135,2.17364,BARCELONA,Abierto con normalidad,2021-02-03
EL CAFE DEL TEATRE,CL,TORRIJOS,41,08012,41.40393,2.15828,BARCELONA,Abierto exclusivamente para take away/delivery,2021-04-29
ROBATA,CL,ENRIC GRANADOS,55,08008,41.39058,2.15874,BARCELONA,Abierto con normalidad,2021-04-28
BEER´LINALE,CL,CARME,7,08001,41.38271,2.17111,BARCELONA,Cerrado estacional,2020-09-17
QUIOSC BAMBU,CR,CREU COBERTA,88,08014,41.37525,2.14358,BARCELONA,Abierto con normalidad,2021-03-22
TASTEM RESTAURANT,CR,PROVENÇA,88,08029,41.38445,2.14787,BARCELONA,Abierto con normalidad,2021-04-28
LA VERMUTERIE,CL,LONDRES,103,08036,41.39354,2.15085,BARCELONA,Abierto con normalidad,2021-04-29
BAR AMANECE 2,CL,SANT RAMON DE PENYAFORT,1,08019,41.41357,2.22074,BARCELONA,Abierto con normalidad,2021-04-28
SUPERMERCAT,PS,JOAN DE BORBO COMTE DE BARCELONA,80,08039,41.37439,2.18852,BARCELONA,Abierto con normalidad,2021-04-26
CERVECERIA SARA,CL,SANT FRANCESC XAVIER,49,08016,41.44060,2.17986,BARCELONA,Abierto con normalidad,2021-04-27
GRANJA PEDRAFORCA,CL,PEDRAFORCA,17,08033,41.46210,2.17545,BARCELONA,Cierre definitivo por Covid,Sin survey
NOU XUPITO POBLE NOU,CL,PUJADES,225,08005,41.40375,2.20343,BARCELONA,Abierto con normalidad,2021-04-28
AMISTAD FOOD,CL,ARGULLOS,45,08016,41.44082,2.18276,BARCELONA,Abierto con normalidad,2021-04-19
ALIMENTACION BORBO,CL,ZAMORA,47,08005,41.39360,2.19297,BARCELONA,Cerrado estacional,Sin survey
ROSTISSERIA COM CASA,CL,CONCILI DE TRENTO,77,08018,41.41334,2.19527,BARCELONA,Abierto con normalidad,2021-04-26
"BADULAKE,ALIMENTACION",AV,RASOS DE PEGUERA,127,08033,41.46012,2.17319,BARCELONA,Abierto con normalidad,2021-04-15
SUPERMERCADO FRUTAS Y VERDURAS,CL,GIRONA,91,08009,41.39606,2.16955,BARCELONA,Abierto con normalidad,2021-04-29
LAGRIMA NEGRA,CL,COROLEU,6,08030,41.43276,2.18857,BARCELONA,Cierre definitivo por Covid,2021-03-05
SUPERMERCAT BOBY,CL,PLA DE FORNELLS,32,08042,41.44706,2.17635,BARCELONA,Cierre definitivo por Covid,Sin survey
CAFETERIA LA CREPE,AV,PARAL.LEL,146,08015,41.37505,2.15918,BARCELONA,Abierto con normalidad,2021-04-26
EXPENDURIA 171,CL,MUNTANER,456,08006,41.40180,2.13935,BARCELONA,Abierto exclusivamente para take away/delivery,2021-04-27
MANTEQUERIAS PIRENAICAS,CL,MUNTANER,460,08006,41.40188,2.13926,BARCELONA,Abierto exclusivamente para take away/delivery,2021-04-27
BRACAFE,CL,GRAN DE SANT ANDREU,107,08030,41.43075,2.18953,BARCELONA,Abierto con normalidad,2021-04-26
ALIM.TRADYS,BXD,PLANA,33,08032,41.42944,2.15918,BARCELONA,Abierto con normalidad,2021-04-14
CARNISSERIA CARN VILA,CL,"TORRENT DE L'OLLA",137,08012,41.40350,2.15569,BARCELONA,Abierto con normalidad,2021-04-28
ALIMENTACION TRAVESSERA,CL,TRAVESSERA DE GRACIA,249,08024,41.40422,2.16237,BARCELONA,Abierto con normalidad,2021-04-29
DIAMANT,CL,ASTURIES,67,08012,41.40414,2.15557,BARCELONA,Abierto exclusivamente para take away/delivery,2021-04-23
MATALARANYA,CL,ROSSELLO,260,08037,41.39809,2.16369,BARCELONA,Cierre definitivo por Covid,2021-02-15
BAR PADEL ESPRONCEDA,CL,ESPRONCEDA,281,08018,41.41324,2.19411,BARCELONA,Abierto con normalidad,2021-04-26
SUPER TACAT A99 SL,CL,ANETO,34,08031,41.43318,2.16975,BARCELONA,Abierto con normalidad,2021-04-28
FRUCAT,PZ,DIAMANT,8,08012,41.40397,2.15569,BARCELONA,Abierto con normalidad,2021-01-08
RTE AMALOCA,CL,VIRTUT,11,08012,41.40233,2.15625,BARCELONA,Cierre definitivo por Covid,2020-09-20
INTICHASKA,CL,ARAGO,211,08011,41.38852,2.16004,BARCELONA,Cerrado estacional,2021-04-26
CASALS  FAMILY,CR,ANDRADE,176,08020,41.41696,2.20239,BARCELONA,Abierto con normalidad,2021-04-28
SOMEWHERE CAFE,CL,ARAGO,310,08009,41.39473,2.16831,BARCELONA,Abierto con normalidad,2020-09-28
LA COMARCA,CL,CORTS,200,08028,41.38646,2.12817,BARCELONA,Abierto con normalidad,2021-04-09
YVES SAINT LAURENT,PS,GRACIA,102,08008,41.39564,2.16089,BARCELONA,Abierto con normalidad,2021-04-19
RESTAURANT MEDITERRANI,CL,"L'ESCORIAL",139,08024,41.40952,2.15927,BARCELONA,Abierto con normalidad,2021-04-29
EL TRENCADIS,CL,PAU CLARIS,143,08009,41.39386,2.16565,BARCELONA,Abierto con normalidad,2021-04-26
SUPERMERCAT EVERY DAY,CL,ROGER DE LLURIA,53,08009,41.39357,2.16829,BARCELONA,Abierto con normalidad,2021-04-28
SCALA SPAZIO AL GUSTO,CL,CONSELL DE CENT,93,08015,41.37992,2.15085,BARCELONA,Cierre definitivo por Covid,Sin survey
RESTAURANTE PONSA,CL,ENRIC GRANADOS,89,08008,41.39216,2.15659,BARCELONA,Abierto con normalidad,2021-04-28
BAR LA PERLA,CL,ARAGO,312,08009,41.39484,2.16845,BARCELONA,Abierto con normalidad,2021-04-26
PLATEAS,CL,CORSEGA,575,08025,41.40721,2.17351,BARCELONA,Abierto con normalidad,2020-12-15
MAMAS CORNER,PTG,LLUIS PELLICER,10,08036,41.39306,2.14941,BARCELONA,Cierre definitivo por Covid,2021-01-13
OVANTE,PS,FABRA I PUIG,95,08016,41.43021,2.18270,BARCELONA,Abierto con normalidad,2021-04-26
SUPERMERCAT FARAH,CL,JOAN MIRO,37,08005,41.39172,2.19322,BARCELONA,Abierto con normalidad,2021-04-27
RTE HIMALAYA,RB,RAVAL,11,08001,41.37933,2.16889,BARCELONA,Cerrado estacional,2020-08-20
BAR ELISA,CL,CORSEGA,570,08025,41.40748,2.17388,BARCELONA,Abierto con normalidad,2021-04-26
STELLA McCARTNEY,PS,GRACIA,102,08008,41.39564,2.16089,BARCELONA,Abierto con normalidad,2021-04-26
LONDON SUPERMERCAT 24H.,CL,MARINA,226,08013,41.40213,2.17758,BARCELONA,Abierto con normalidad,2021-04-23
KIOSCO SARA,PZ,CATALUNYA,14,08002,41.38745,2.17082,BARCELONA,Cierre definitivo por Covid,2020-11-02
BAR STATUS,CL,BAC DE RODA,73,08005,41.40559,2.20660,BARCELONA,Abierto con normalidad,2020-07-23
HADDOCK,CL,VALENCIA,181,08011,41.38885,2.15811,BARCELONA,Abierto con normalidad,2021-04-27
FRUITES I VERDURES,CL,VALENCIA,80,08015,41.38204,2.14916,BARCELONA,Abierto con normalidad,2021-02-18
SUPERMERCAT DEL CLOT,CR,WASHINGTON,1,08018,41.40696,2.18854,BARCELONA,Abierto con normalidad,2021-04-19
KHAOSAN,CL,ENRIC GRANADOS,13,08007,41.38795,2.16214,BARCELONA,Cierre definitivo por Covid,2020-09-20
FORN DE PA I PASTISSERIA GLORIA,CL,NICARAGUA,122,08029,41.38653,2.13736,BARCELONA,Abierto con normalidad,2021-04-26
FRUTERIA ALIMENTACION 43,CL,CLOT,43,08018,41.40749,2.18806,BARCELONA,Abierto con normalidad,2021-04-26
IBERICS DEL EIXAMPLE,CL,DIPUTACIO,99,08015,41.38185,2.15568,BARCELONA,Abierto con normalidad,2021-04-27
DON ASADOR,CL,"COMTE D'URGELL",111,08011,41.38461,2.15534,BARCELONA,Abierto con normalidad,2021-04-20
BODEGA SOL,CL,COMTE BORRELL,69,08015,41.37816,2.16158,BARCELONA,Cierre definitivo por Covid,2020-11-24
CANPAIXANO,CL,CASTILLEJOS,158,08013,41.40098,2.18559,BARCELONA,Abierto con normalidad,2021-04-21
SR NOODLES,CL,ARIBAU,86,08036,41.38950,2.15781,BARCELONA,Cierre definitivo por Covid,2020-08-12
CAFETERIA K 2,CL,BAC DE RODA,73,08005,41.40559,2.20660,BARCELONA,Abierto con normalidad,2021-04-21
ALI SUPER ALI,CL,GALILEU,263,08028,41.38312,2.13265,BARCELONA,Abierto con normalidad,2021-04-27
ALI ALIMENTACION,CL,LLOPIS,5,08042,41.44718,2.17683,BARCELONA,Abierto con normalidad,2021-04-29
UDDIN ALIMENTACIO,CL,CALABRIA,102,08015,41.37990,2.15477,BARCELONA,Abierto con normalidad,2021-02-17
"INTERNATIONAL EDUCATION CENTER,",RB,CATALUNYA,2,08007,41.38754,2.16832,BARCELONA,Abierto con normalidad,2021-02-02
GRANIER,CL,ROSSELLO,24,08029,41.38457,2.14577,BARCELONA,Abierto con normalidad,2021-04-29
GRANJA LEO,VIA,JULIA,25,08042,41.43970,2.17569,BARCELONA,Abierto con normalidad,2021-04-27
LA GRECA,CL,PALLARS,375,08019,41.40896,2.20817,BARCELONA,Cierre definitivo por Covid,Sin survey
PHILIPP PLEIN,PS,GRACIA,44,08007,41.39161,2.16585,BARCELONA,Abierto con normalidad,2021-04-19
MIU MIU,PS,GRACIA,42,08007,41.39123,2.16634,BARCELONA,Abierto con normalidad,2021-04-26
ALIM AHSAN,CL,ANETO,38,08031,41.43320,2.16972,BARCELONA,Abierto con normalidad,2021-04-28
CAFETERIA DEGUSTACIO LOS SANTOS,CL,ROSSELLO,413,08025,41.40409,2.17168,BARCELONA,Cierre definitivo por Covid,2020-09-29
MICHAEL KORS,PS,GRACIA,100,08008,41.39558,2.16097,BARCELONA,Cerrado estacional,2020-12-16
ESTANCO MARINA 200,CR,MARINA,200,08013,41.40026,2.17971,BARCELONA,Abierto con normalidad,2021-04-29
CUARTEL DEL BRUC CANTINA,AV,"L'EXERCIT",S/N,08034,41.38536,2.11081,BARCELONA,Abierto con normalidad,2021-04-29
BURBERRY,PS,GRACIA,56,08007,41.39251,2.16473,BARCELONA,Abierto con normalidad,2021-04-19
BAR FRUHLING,RB,"L'ONZE DE SETEMBRE",33,08030,41.43001,2.19250,BARCELONA,Abierto con normalidad,2021-04-19
SLAVIA,CL,LONDRES,73,08036,41.39226,2.14914,BARCELONA,Abierto con normalidad,2021-04-29
HELADERIA HOLLYS,CL,CANUDA,13,08002,41.38468,2.17159,BARCELONA,Cierre definitivo por Covid,2021-03-19
BAO BAO,CL,RIEGO,23,08014,41.37647,2.13835,BARCELONA,Abierto con normalidad,2020-09-18
BAR SABROSO,CL,FELIPE DE PAZ,13,08028,41.37917,2.12568,BARCELONA,Abierto con normalidad,2021-04-20
CELINE,PS,GRACIA,91,08008,41.39496,2.16118,BARCELONA,NS/NC,2021-04-23
RTE CHINO MARAVILLOSO,RDA,GUINARDO,19,08024,41.41241,2.16278,BARCELONA,Abierto con normalidad,2021-04-22
CREMERIA TOSCANA,CL,MUNTANER,161,08036,41.39142,2.15304,BARCELONA,Abierto con normalidad,2021-04-29
COME,CL,TANGER,139,08018,41.40453,2.19549,BARCELONA,Abierto con normalidad,2021-04-27
RESTAURANTE  PACHAMAMA,CL,TRAFALGAR,7,08010,41.38897,2.17448,BARCELONA,Abierto con normalidad,2021-04-30
SUPER EXPRESS,CRT,PRAT,36,08038,41.36008,2.13383,BARCELONA,Abierto con normalidad,2021-04-29
ESTANCO NAPOLS,CL,NAPOLS,196,08013,41.39901,2.17461,BARCELONA,Abierto con normalidad,2021-04-30
MUACSBARCELONA,CL,CARDENAL VIVES I TUTO,42,08034,41.39503,2.12228,BARCELONA,Abierto con normalidad,2021-04-27
CHESCO,CL,BRUC,20,08010,41.39074,2.17427,BARCELONA,Abierto con normalidad,2021-04-29
LA UNIO,PZ,UNIO,6,08005,41.40074,2.20547,BARCELONA,Abierto con normalidad,2021-04-26
EL REBOST DEL RIPOLLES,CL,GALILEU,301,08028,41.38502,2.13171,BARCELONA,Abierto con normalidad,2021-03-24
CHAMBAKU,CL,LORETO,30,08029,41.39014,2.14215,BARCELONA,Cerrado estacional,2020-09-01
BAR CIRCUS,CL,RAMON ALBO,72,08027,41.42662,2.17729,BARCELONA,Abierto con normalidad,2020-10-02
BARCELONA SUPERMERCAT,PS,SANT JOAN,60,08009,41.39632,2.17375,BARCELONA,Abierto con normalidad,2021-04-30
BAR LA PUBILLA,RB,FABRA I PUIG,96,08030,41.43024,2.18536,BARCELONA,Abierto con normalidad,2021-03-03
BAR MYOSOTIS,CL,CASTILLEJOS,269,08013,41.40672,2.17807,BARCELONA,Cierre definitivo por Covid,Sin survey
ALIMENTACION RICARD,CR,RICART,22,08004,41.37378,2.15804,BARCELONA,Abierto con normalidad,2021-04-26
RED FISH,LL,MOLL DE LA MARINA,S/N,08005,41.38647,2.19856,BARCELONA,Abierto con normalidad,2021-04-29
CAFETERIA LAFUENTE,CL,PI I MARGALL,48,08025,41.40784,2.16361,BARCELONA,Abierto con normalidad,2021-04-26
PARTIT DEMOCRATA CATALA CAFETERIA,CL,PROVENÇA,339,08037,41.39974,2.16809,BARCELONA,Cierre definitivo por Covid,Sin survey
DOS PEBROTS,CL,DOCTOR DOU,19,08001,41.38289,2.16852,BARCELONA,Abierto con normalidad,2021-04-13
BAGES MASRIERA,PS,GRACIA,41,08007,41.39168,2.16526,BARCELONA,Abierto con normalidad,2020-12-29
ALIMENTACION ALBIMONSOL,CL,ARAGO,16,08015,41.38023,2.14901,BARCELONA,Abierto con normalidad,2021-04-28
CENTRAL CAFE,PS,BONANOVA,94,08017,41.40118,2.12368,BARCELONA,NS/NC,2020-06-15
CARPES PANADERIA,CR,MARE DE DEU DE PORT,321,08038,41.36144,2.13972,BARCELONA,Abierto con normalidad,2021-04-21
LEXINGTON,CL,MUNTANER,108,08036,41.38878,2.15662,BARCELONA,Cierre definitivo por Covid,Sin survey
EL PETIT PORQUET,CL,LEPANT,309,08025,41.40660,2.17373,BARCELONA,Cierre definitivo por Covid,2020-06-17
SALAD MARKET EUROPA,CL,EUROPA,29,08014,41.38749,2.13135,BARCELONA,Abierto con normalidad,2021-04-21
LA DESPENSA DE MITRE,CL,PRATS DE MOLLO,1,08021,41.40135,2.13688,BARCELONA,Abierto con normalidad,2021-02-03
BELLAKO,CR,ENRIC CASANOVAS,246,08016,41.44199,2.18093,BARCELONA,NS/NC,2021-04-29
BONICO,CL,SANTS,6,08014,41.37531,2.14061,BARCELONA,Cierre definitivo por Covid,Sin survey
FELINA MASSAGE,CL,CAN BRUIXA,44,08014,41.38432,2.13342,BARCELONA,Abierto con normalidad,2021-04-08
LA SUITE BCN,CL,MALLORCA,1,08014,41.37910,2.14301,BARCELONA,Cerrado estacional,2021-01-21
FELINA BCN,CL,CAN BRUIXA,42,08014,41.38432,2.13342,BARCELONA,Abierto con normalidad,2021-04-22
HULE BAR,CL,BONAVISTA,6,08012,41.39795,2.15917,BARCELONA,Abierto con normalidad,2021-04-27
MAKKOLI,CL,DIPUTACIO,88,08015,41.38080,2.15428,BARCELONA,Cerrado temporalmente por COVID,2021-04-27
PAPELERIA GRIM,CL,TAQUIGRAF GARRIGA,121,08029,41.38919,2.13778,BARCELONA,Abierto con normalidad,2021-04-26
SUPER PROVIDENCIA,CR,PROVIDENCIA,58,08024,41.40690,2.15731,BARCELONA,Abierto con normalidad,2021-04-29
MUSS AND COCO,CL,SANTJOANISTES,24,08006,41.40250,2.14681,BARCELONA,Abierto con normalidad,2021-01-20
DON KILO GOURMET,CL,CORSEGA,398,08037,41.39995,2.16387,BARCELONA,Cierre definitivo por Covid,2021-02-25
SITJAR FRUITS,CL,MUNTANER,330,08021,41.39771,2.14476,BARCELONA,Abierto con normalidad,2021-04-23
SOHO HOUSE,PZ,DUC DE MEDINACELI,482,08002,41.37822,2.17868,BARCELONA,Abierto con normalidad,2021-04-20
SANTAMASA,RDA,SANT ANTONI,51,08011,41.38323,2.16371,BARCELONA,Cierre definitivo por Covid,2021-03-30
ALEF&MAQROLL,CL,CONSELL DE CENT,425,08014,41.37536,2.14330,BARCELONA,Abierto con normalidad,2021-04-19
TIMESBURG(PASEO DE SAN JUAN),PS,SANT JOAN,47,08009,41.39648,2.17341,BARCELONA,Abierto con normalidad,2021-04-29
RTE MAREA ALTA,AV,DRASSANES,6,08001,41.37632,2.17503,BARCELONA,Cerrado estacional,2020-09-14
EL REBOST DE SANT ANTONI,CL,"COMTE D'URGELL",19,08011,41.38013,2.16129,BARCELONA,Abierto con normalidad,2021-04-22
LAS DELICIAS,CL,SARAGOSSA,42,08006,41.40256,2.14839,BARCELONA,Cierre definitivo por Covid,Sin survey
BAR RESTAURANT XINZO-2,CL,PONS I GALLARZA,18,08030,41.43546,2.18844,BARCELONA,Abierto con normalidad,2021-04-27
NATURAL COFFEE,AV,PARAL.LEL,152,08015,41.37506,2.15781,BARCELONA,Cerrado estacional,2020-10-19
LEGENDS,CL,TRAVESSERA DE GRACIA,81,08006,41.39710,2.15113,BARCELONA,Cierre definitivo por Covid,2020-09-14
GRANJA BAR DEL COLL,CL,BEAT ALMATO,39,08023,41.41769,2.14828,BARCELONA,Cierre definitivo por Covid,2020-09-15
LA TERRASSA DE BONANOVA,PS,BONANOVA,47,08017,41.40428,2.12924,BARCELONA,Cierre definitivo por Covid,2021-02-02
REST. TOP GRILL,CL,JOAN GUELL,212,08028,41.38621,2.12966,BARCELONA,Cerrado estacional,2020-09-28
ALIMENTACIO TISSO,CL,TISSO,4,08016,41.44276,2.18476,BARCELONA,Abierto con normalidad,2021-04-23
PASTELERIA CAFETERIA IMPERIO,CL,MALLORCA,350,08013,41.40052,2.17140,BARCELONA,Abierto con normalidad,2021-04-23
SUPER FRUTERIA,CR,SARDENYA,458,08025,41.40913,2.16579,BARCELONA,Cierre definitivo por Covid,Sin survey
CAN VILA DEGUSTACIO,CL,LA RAMBLA,95,08002,41.38238,2.17212,BARCELONA,Cerrado estacional,2020-09-30
TRAMONTI,AV,DIAGONAL,501,08029,41.39182,2.14200,BARCELONA,Abierto con normalidad,2021-04-26
EDEN NAPOLETANO,CL,DIPUTACIO,197,08011,41.38577,2.16074,BARCELONA,Abierto con normalidad,2021-04-28
DANS LE NOIR,PS,PICASSO,10,08003,41.38797,2.18253,BARCELONA,Cierre definitivo por Covid,2021-03-19
AUTO ROSELLON,CL,ROSSELLO,182,08008,41.39261,2.15641,BARCELONA,Cerrado estacional,Sin survey
BAR COTOCHA,CL,PLA DE FORNELLS,15,08042,41.44676,2.17665,BARCELONA,Abierto con normalidad,2021-04-23
SUPER MITRE,RDA,GENERAL MITRE,43,08017,41.39482,2.13350,BARCELONA,Cierre definitivo por Covid,Sin survey
CREP NOVA,CL,"COMTE D'URGELL",280,08036,41.39144,2.14626,BARCELONA,Abierto con normalidad,2021-04-29
SUPER ANGELES,CL,LOS ANGELES,8,08005,41.39137,2.19499,BARCELONA,Abierto con normalidad,2021-04-23
ENTRE HORES,CL,VERDI,4,08012,41.40303,2.15774,BARCELONA,Cierre definitivo por Covid,2021-04-22
BAR TOFUL,CR,LIMA,6,08030,41.43945,2.20207,BARCELONA,Abierto con normalidad,2021-04-29
BODEGA VALLS,CL,UNIO,28,08001,41.37921,2.17307,BARCELONA,Abierto con normalidad,2021-03-31
SHAJALAL,CR,CARME,71,08001,41.38068,2.16761,BARCELONA,Cierre definitivo por Covid,Sin survey
LATTE,CL,PROVENÇA,70,08029,41.38374,2.14692,BARCELONA,Abierto con normalidad,2021-04-28
AMBAR,CL,SANT OLEGUER,1,08001,41.37755,2.17089,BARCELONA,Cerrado temporalmente por COVID,2021-02-24
HAMZA,CL,MARE DE DEU DE PORT,259,08038,41.35911,2.14275,BARCELONA,Abierto con normalidad,2021-04-28
CERVECERIA CATALUNYA,CL,SARDENYA,269,08013,41.40207,2.17517,BARCELONA,NS/NC,2021-04-22
CHATELET,CL,TORRIJOS,54,08012,41.40390,2.15831,BARCELONA,Abierto con normalidad,2020-08-10
VELCRO COCKTAILS,CL,VALLFOGONA,10,08012,41.40283,2.15710,BARCELONA,Cerrado temporalmente por COVID,2021-02-10
BOCA BOCA,CL,ENRIC CASANOVAS,224,08016,41.44199,2.18093,BARCELONA,Cierre definitivo por Covid,2021-01-13
CAFETERIA BELL S COFFEE,CL,MARE DE DEU DEL CARMEL,18,08022,41.41096,2.13983,BARCELONA,Abierto con normalidad,2021-04-22
LA NUEVA MARQUESA,CL,PINTOR TAPIRO,10,08028,41.37760,2.11892,BARCELONA,Abierto con normalidad,2021-04-23
EURO SUPER ARIZALA,CL,ARIZALA,42,08028,41.37772,2.12421,BARCELONA,Abierto con normalidad,2021-04-23
PANTRY CAFE GRILL,CL,SANT QUINTI,124,08041,41.41594,2.17480,BARCELONA,Abierto con normalidad,2021-04-16
BAR OLIVELLA,CL,VIRGILI,70,08030,41.43171,2.19334,BARCELONA,Cerrado temporalmente por COVID,2021-02-18
FORN  ANNUR,CL,CARDERS,44,08003,41.38732,2.18048,BARCELONA,Abierto con normalidad,2021-01-28
REST. CAPRITX,RB,POBLENOU,100,08005,41.40225,2.19984,BARCELONA,Abierto con normalidad,2021-02-24
MALEDUCATS,CL,MANSO,54,08015,41.37740,2.16154,BARCELONA,Abierto con normalidad,2021-04-28
BAR CAFETERIA ELENA,PZ,CENTRE,3,08014,41.38208,2.13551,BARCELONA,Abierto con normalidad,2020-12-17
PETIT LLUM,AV,BOGATELL,65,08005,41.39278,2.19138,BARCELONA,Abierto con normalidad,2021-04-29
LA JACARANDA,PTG,LLUIS PELLICER,6,08036,41.39295,2.14928,BARCELONA,Cierre definitivo por Covid,2021-02-02
MICAELA PAN PIZZA,CL,ASTURIES,20,08012,41.40307,2.15381,BARCELONA,Abierto exclusivamente para take away/delivery,2021-04-28
BUENAS MIGAS,AV,PARAL.LEL,130,08015,41.37505,2.16143,BARCELONA,Abierto con normalidad,2021-04-30
RESTAURANTE CASA LUIS,CL,GUITARD,66,08014,41.38353,2.13690,BARCELONA,Abierto con normalidad,2021-04-16
EL BIERZO DE SANTS,CL,MALLORCA,18,08014,41.37902,2.14290,BARCELONA,Abierto con normalidad,2021-04-29
RESTAURANTE JIAO ZI Q,CR,COMTE BORRELL,171,08015,41.38360,2.15438,BARCELONA,Abierto con normalidad,2021-04-27
COALIMENT SANT GERMA,CL,SANT GERMA,3,08004,41.37248,2.14628,BARCELONA,Abierto con normalidad,2021-04-22
ALMAYER BAR,CL,FRANCISCO GINER,36,08012,41.39946,2.15876,BARCELONA,Cerrado temporalmente por COVID,2021-02-09
THE FISH AND CHIPS SHOP,CL,ROCAFORT,70,08015,41.37847,2.15442,BARCELONA,Abierto con normalidad,2021-04-29
CATALONIA RESTAURANT,CL,AVINYO,39,08002,41.38015,2.17943,BARCELONA,Abierto con normalidad,2020-08-26
BAR RESTAURANTE GU,CL,PROVENÇA,75,08029,41.38524,2.14889,BARCELONA,Abierto con normalidad,2021-04-28
BAR NOOK,CL,DIPUTACIO,188,08011,41.38542,2.16042,BARCELONA,Abierto con normalidad,2021-04-28
MIL MIRALLS,CL,PERLA,37,08012,41.40399,2.15803,BARCELONA,Abierto con normalidad,2021-04-30
ST GERMAIN,CL,"TORRENT DE L'OLLA",113,08012,41.40248,2.15678,BARCELONA,Cerrado temporalmente por COVID,2021-02-09
TEORIC TAVERNA,CL,BAILEN,117,08009,41.39787,2.16942,BARCELONA,Abierto con normalidad,2021-04-22
EL COSTEÑO 2,CL,MAS DURAN,14,08016,41.44337,2.17967,BARCELONA,Abierto con normalidad,2020-09-21
ALIM NIL,CL,NIL,1,08031,41.43463,2.17209,BARCELONA,Abierto con normalidad,2021-04-28
RTE TOKIO,CL,ALCUDIA,65,08016,41.43704,2.17521,BARCELONA,Abierto con normalidad,2021-04-20
SPELTA RTE,CL,MAIGNON,11,08024,41.40874,2.15075,BARCELONA,Abierto con normalidad,2021-04-22
COVIRAN SUPERMERCADO,PZ,TETUAN,31,08010,41.39544,2.17579,BARCELONA,Abierto con normalidad,2021-04-30
SUPER PAN Y ALIMENTACIÓN,CL,BINEFAR,8,08020,41.42471,2.20365,BARCELONA,Abierto con normalidad,2021-04-26
GRANIER,RB,GUIPUSCOA,53,08020,41.41610,2.19657,BARCELONA,Abierto con normalidad,2021-04-26
MIDMOST HOTEL,CL,PELAI,14,08001,41.38584,2.16595,BARCELONA,Cerrado temporalmente por COVID,2021-02-08
ASPIC,CL,DOCTOR FERRAN,25,08034,41.38955,2.12457,BARCELONA,Abierto con normalidad,2021-04-26
RTE LA ADELITA BOTANERO MEXICANO,CL,MUNTANER,100,08036,41.38854,2.15693,BARCELONA,Abierto con normalidad,2021-04-29
LLAMINADURIES JORDI,CL,"L'AVENIR",21,08006,41.39689,2.14863,BARCELONA,Cierre definitivo por Covid,2021-02-25
AGUANILE COCKTEL BAR,CL,SALVA,21,08004,41.37377,2.16615,BARCELONA,Cierre definitivo por Covid,2021-03-31
SUPERMERCAT VILLAR,CL,VILLAR,74,08041,41.41756,2.17632,BARCELONA,Abierto con normalidad,2021-04-29
BAR RI DIAGONAL,CL,CASANOVA,211,08021,41.39418,2.14719,BARCELONA,Cerrado estacional,Sin survey
DISFRUIT,AV,ROMA,139,08011,41.38626,2.15619,BARCELONA,Abierto con normalidad,2021-04-26
VENDING BALAGUER,CL,TRINXANT,6,08026,41.41319,2.18746,BARCELONA,Abierto con normalidad,2021-04-29
LA VIOLETA,CL,SANT JOAQUIM,12,08012,41.40087,2.15620,BARCELONA,Abierto con normalidad,2021-04-28
AQUI HI HA MOLLA,CL,SARDENYA,51,08005,41.39204,2.18837,BARCELONA,Cierre definitivo por Covid,2021-02-05
LA IMPRESION,PZ,COMAS,17,08028,41.38560,2.13010,BARCELONA,Cerrado temporalmente por COVID,2021-04-20
