nombre,cocina,direccion,rating,num_opiniones,precio
El Capritx,MEDITERRÁNEO,"Rambla del Poblenou, 100, 08005, Barcelona",0.0,0,15
Petit Montjuïc,MEDITERRÁNEO,"Carrer de Sant Isidre, 2, Poble-sec, 08004, Barcelona",0.0,0,15
Veiga,ESPAÑOL,"Carrer del Dos de Maig, 298, 08025, Barcelona",0.0,0,20
La Taverna 249,MEDITERRÁNEO,"Carrer de Pujades, 249, 08005, Barcelona",0.0,0,20
Chennai Masala Dosa,INDIO,"Carrer de Galileu, 326, 08028, Barcelona",0.0,0,15
Beam,MEDITERRÁNEO,"Carrer de la Diputació, 200, 08011, Barcelona",0.0,0,18
Setze,CATALÁN,"Carrer de Pere Pau, 08032, Barcelona",0.0,0,15
El Refugio Los 33,LATINO,"Plaça del Mercat, 19, 08018, Barcelona",0.0,0,15
A Ruta Galega,GALLEGO,"Carrer del Clot, 76, 08018, Barcelona",0.0,0,27
El Pasaje,CASTELLANO,"Gran Via de Les Corts Catalanes, 164, (Galerias la Campana) Local 31, 08038, Barcelona",0.0,0,20
La Garchetta,MEDITERRÁNEO,"Carrer de Pujades, 445, 08019, Barcelona",0.0,0,15
Intrepid de Gracia,INTERNACIONAL,"Carrer del Torrent de l'Olla, 176, 08012, Barcelona",0.0,0,15
VinoMio,FUSIÓN,"Carrer del Tajo, 19, 08031, Barcelona",0.0,0,25
Taverna del Bisbe,MEDITERRÁNEO,"Avinguda de la Catedral, 6, 08002, Barcelona",0.0,0,30
Edelweiss,JAPONÉS,"Carrer de la Granada del Penedès, 19, 08006, Barcelona",0.0,0,200
Blat Net,€,"Carrer de les Sitges, 6, 08001, Barcelona",0.0,0,21
Velvet Lounge,MEDITERRÁNEO,"Carrer de Balmes, 193, 08006, Barcelona",0.0,0,9
Can Meli,MEDITERRÁNEO,"Carrer d'Arnau d'Oms, 45, 08016, Barcelona",0.0,0,20
La Cucchiarella,€,"Carrer de Sant Rafael, 20, 08001, Barcelona",0.0,0,20
Tabernas Gallegas - La Maquinista,GALLEGO,"Passeig de l'Havana, 1, 08030, Barcelona",0.0,0,20
Raconet,MEDITERRÁNEO,"Carrer de Calàbria, 206, Barcelona, Spain, 08029, Barcelona",0.0,0,30
El Jabalí,ESPAÑOL,"Ronda de Sant Pau, 15, 08015, Barcelona",0.0,0,20
La Trobada,MEDITERRÁNEO,"C/ Provença, 99, 08029, Barcelona",0.0,0,17
Vivanda,ESPAÑOL,"C/Major de Sarria, 134 8017, 08017, Barcelona",0.0,0,24
Can Vallés,ESPAÑOL,"Carrer d'Arago, 95 8015, 08015, Barcelona",0.0,0,16
Can Ramon,ESPAÑOL,"C/ Santuari, 5, 08490, Barcelona",0.0,0,"[15, 15, 27, 20, 15, 15, 25, 30, 200, 21, 9, 20, 20, 20, 30, 20, 17, 24, 16]"
Boca Grande,MEDITERRÁNEO,"Passatge de la Concepció, 12, 08008, Barcelona",0.0,0,50
Tossa,MEDITERRÁNEO,"Carrer de Nàpols, 291, 08025, Barcelona",0.0,0,20
La Cantonada,MEDITERRÁNEO,"C/ Montcada, 1, 08003, Barcelona",0.0,0,17
Bacus,CATALÁN,"C/ Viladomat, 289, 08029, Barcelona",0.0,0,25
Sports Bar,€,"Las Ramblas, 31, 08002, Barcelona",0.0,0,14
El Escalón,MEDITERRÁNEO,"C/ Aribau, 265, 08021, Barcelona",0.0,0,25
La Scarpetta,ITALIANO,"C/ Calabria 80,, 08015, Barcelona",0.0,0,20
Spice Bcn Parallel,AFRICANO,"Av. del Paraŀlel, 184, 08015, Barcelona",0.0,0,14
Black Cherry Persa,IRANÍ,"Carrer d'Aribau, 158, 08036, Barcelona",0.0,0,20
Kyoka III,JAPONÉS,"Carrer de Balmes, 13, 08007, Barcelona",0.0,0,15
Ginos - Tuset,€,"Carrer de Tuset, 2, 08006, Barcelona",0.0,0,15
Ginos Sepúlveda,€,"Carrer de Sepúlveda, 183, 08011, Barcelona",0.0,0,15
Yoiaji,JAPONÉS,"Carrer de Garcilaso, 114, 08027, Barcelona",0.0,0,20
Guanabara,BRASILEÑO,"Carrer del Consell de Cent, 403, 08009, Barcelona",0.0,0,25
D'Aprop,CATALÁN,"Carrer de Trafalgar, 26, 08010, Barcelona",0.0,0,35
Foodies Restaurante & Salad Bar,CREATIVO,"Carrer de Pujades, 225, 08005, Barcelona",0.0,0,13
Nájera,MEDITERRÁNEO,"Carrer d' Aragó, 67, 08015, Barcelona",0.0,0,20
La Cuina de l’Uribou,INSIDER,"Carrer del Taquígraf Serra, 26, 08029, Barcelona",0.0,0,30
Casa Pamplinas,MEDITERRÁNEO,"Carrer de Londres, 84, 08036, Barcelona",0.0,0,20
Amaloca,FUSIÓN,"Carrer de la Virtut, 11, 08012, Barcelona",0.0,0,20
Diversus BCN,MEDITERRÁNEO,"Carrer de Loreto, 22, 08029, Barcelona",0.0,0,20
El Racó De L'Avi Melcior,CATALÁN,"Carrer de Santa Coloma, 2, 08030, Barcelona",0.0,0,20
Tairyo,JAPONÉS,"Gran Via de les Corts Catalanes, 457, 08015, Barcelona",0.0,0,14
Kamiya,JAPONÉS,"Carrer de València, 240, 08007, Barcelona",0.0,0,14
Zuka Bcn,JAPONÉS,"Carrer de Londres, 90, 08036, Barcelona",0.0,0,30
INACTIU Buffet del Casino,INTERNACIONAL,"Carrer de la Marina, 19, 08005, Barcelona",0.0,0,35
El Último Agave,MEXICANO,"Carrer de Aragó, 193, 08011, Barcelona",0.0,0,18
ChichaLimoná,MEDITERRÁNEO,"Passeig de Sant Joan, 80, 08009, Barcelona",0.0,0,22
Maur - Muntaner,€,"Carrer de Muntaner, 121, 08036, Barcelona",0.0,0,25
Leka,INTERNACIONAL,"Carrer de Badajoz, 65, 08005, Barcelona",0.0,0,25
Pacha Barcelona,MEDITERRÁNEO,"Passeig Marítim, 38, 08003, Barcelona",0.0,0,40
Asador de Aranda - Pau Claris,CASTELLANO,"Carrer de Pau Claris, 70, 08010 Barcelona, Spain, 08010, Barcelona",0.0,0,35
Goliard,CATALÁN,"Carrer del Progrés, 6, 08012, Barcelona",0.0,0,34
Ouzoud,MARROQUÍ,"Carrer de Salvà, 5, Barcelona, Spain, 08004, Barcelona",0.0,0,20
Asador de Aranda - Londres,ASADOR,"Carrer de Londres, 94, Barcelona, Spain, 08036, Barcelona",0.0,0,35
Asador de Aranda - Tibidabo,ASADOR,"Avinguda Tibidabo, 31, 08022, Barcelona",0.0,0,35
Muns,ARGENTINO,"C/ de Sancho de Ávila, 171, 08018, Barcelona",0.0,0,9
Yashima,JAPONÉS,"C/ Josep Tarradellas, 145, 08029, Barcelona",0.0,0,37
Koxkera,MARISQUERÍA,"C/ Marqués de Sentmentat, 67, 08029, Barcelona",0.0,0,30
Espai Kru,MARISQUERÍA,"C/ Lérida, 7, 08004, Barcelona",0.0,0,35
Minamo,JAPONÉS,"Carrer del Bruc, 65, 08009, Barcelona",0.0,0,98
Toto,€,"Calle Valencia, 246, 08007, Barcelona",0.0,0,29
Al Sultán,MARROQUÍ,"Carrer del Torrent de l'Olla, 143, 08012, Barcelona",0.0,0,20
Abrassame,MEDITERRÁNEO,"Gran Via de les Corts Catalanes, 373-385, 08015, Barcelona",0.0,0,30
Pilar,ESPAÑOL,"C/ Valencia, 113, 08011, Barcelona",0.0,0,20
La Caleta de Gràcia,MEDITERRÁNEO,"C/ Torrent de l'Olla, 121, 08012, Barcelona",0.0,0,20
Rebost de María,MEDITERRÁNEO,"C/ Gran Vía, 439, 08015, Barcelona",0.0,0,29
El Túnel del Port,ARROCERÍA,"C/ Moll de Gregal, 12 - Port Olimpic, 08005, Barcelona",0.0,0,41
Sant Remy,MEDITERRÁNEO,"Carrer d'Iradier, 12, 08017, Barcelona",0.0,0,39
Dos Torres,MEDITERRÁNEO,"Vía Augusta, 300, 08017, Barcelona",0.0,0,38
Puerto Madero,ARGENTINO,"C/ París, 175, 08036, Barcelona",0.0,0,43
De Gustibus Italiae,ITALIANO,"C/ Ricardo Calvo, 13, 08022, Barcelona",0.0,0,26
L'Orangerie - Hotel La Florida,MEDITERRÁNEO,"Carretera Vallvidrera al Tibidabo, 83-93, 08035, Barcelona",0.0,0,53
Mediterrani,MEDITERRÁNEO,"C/ Diputació, 73, 08015, Barcelona",0.0,0,23
La Gárgola,CATALÁN,"C/ Entença, 332, 08029, Barcelona",0.0,0,20
Rias de Galicia,GALLEGO,"c/ Lleida, 7, 08004, Barcelona",0.0,0,80
Casa Aliaga,CATALÁN,"C/ Llacuna, 154, 08018, Barcelona",0.0,0,30
Picus,MERCADO,"C/ Santjoanistes 8 - 10, 08006, Barcelona",0.0,0,22
City Ho Chi Minh,VIETNAMITA,"C/ Calabria, 234, 08029, Barcelona",0.0,0,18
Yoshinoya-8,JAPONÉS,"Rambla del Poblenou, 153, 08018, Barcelona",0.0,0,18
ABaC by Jordi Cruz,MEDITERRÁNEO,"Avenida Tibidabo, 1, 08022, Barcelona",0.0,0,135
Hisop,MEDITERRÁNEO,"Pasaje Marimon, 9, 08021, Barcelona",0.0,0,41
Golden thai brasserie,TAILANDÉS,"Moll de Sant Bertran, 08039, Barcelona",6.3,22,30
Vacatada,ARGENTINO,"C/ Doctor Trueta, 229, 08005, Barcelona",0.0,0,28
Fun,JAPONÉS,"Carrer de Craywinckel 9, 08022, Barcelona",0.0,0,25
Barcelona Beach Club,MEDITERRÁNEO,"Carrer de Bac de Roda, 1, 08005, Barcelona",0.0,0,30
Jobs Restaurant,MEDITERRÁNEO,"Carrer de Mallorca, 170, 08036, Barcelona",0.0,0,25
The Sushi Club,JAPONÉS,"Passeig de Joan de Borbó, 74, 08003, Barcelona",0.0,0,30
Picadera Gourmet,INTERNACIONAL,"Carrer de Galileu, 282, 08028, Barcelona",0.0,0,30
about.salmon,MARISQUERÍA,"Carrer de Ramis, 2, 08012, Barcelona",0.0,0,24
The little Kitchen,INTERNACIONAL,"Carrer del Marquès de Campo Sagrado, 28, 08001, Barcelona",0.0,0,60
Brugarol Barcelona,INTERNACIONAL,"Carrer de Salomó Ben Adret, 10, 08002, Barcelona",0.0,0,35
El Tropical,LATINO,"Carrer de Pujades, 226, 08005, Barcelona",0.0,0,15
Kobu - Poble Sec,JAPONÉS,"Carrer del Poeta Cabanyes, 19, 08004, Barcelona",0.0,0,25
Roots & Rolls,JAPONÉS,"Carrer del Consell de Cent, 401, 08009, Barcelona",0.0,0,20
Frankfurt Balmes,MEDITERRÁNEO,"Carrer de Balmes, 412, 08022, Barcelona",0.0,0,15
Luris II,JAPONÉS,"Carrer de Pau Claris, 139, 08009, Barcelona",0.0,0,12
TAiTU - Sabors d'Etiopia,ETÍOPE,"Carrer Nou de la Rambla, 149, 08004, Barcelona",0.0,0,15
Patio Urbano,€,"Carrer de Sant Antoni Maria Claret, 182, 08025, Barcelona",0.0,0,20
Tio Joe,MEDITERRÁNEO,"Via Augusta, 9, 08006, Barcelona",0.0,0,15
Capet,MEDITERRÁNEO,"Carrer del Cometa, 5, 08002, Barcelona",0.0,0,42
Shiraz,IRANÍ,"Carrer de Calàbria, 144, 08015, Barcelona",0.0,0,15
Yifan Sushi,JAPONÉS,"Carrer de Laforja, 3, 08006, Barcelona",0.0,0,13
Chontaduro,LATINO,"Carrer Aribau, 254, 08006, Barcelona",0.0,0,20
Barra Alta,MEDITERRÁNEO,"Carrer de Laforja, 11, 08006, Barcelona",0.0,0,24
Pla,MEDITERRÁNEO,"Carrer de Bellafila, 5, 08002, Barcelona",0.0,0,30
Europa Café,MEDITERRÁNEO,"Avinguda Diagonal, 469, 08036, Barcelona",0.0,0,25
Rilke,MEDITERRÁNEO,"Carrer de Mallorca, 275, 08008, Barcelona",0.0,0,45
Colors,MEDITERRÁNEO,"Carrer de Bilbao, 30, 08005, Barcelona",0.0,0,25
Gastrobar nº 30 Barceloneta,ESPAÑOL,"Passeig de Joan de Borbó, 30, 08003, Barcelona",0.0,0,35
Doña Rosa,MEDITERRÁNEO,"Carrer de Ferlandina, 27, 08001, Barcelona",0.0,0,20
Salvaje - Burger & Lobster,AMERICANO,"Carrer de la Reina Cristina, 10, 08003, Barcelona",0.0,0,25
El Camino,MEDITERRÁNEO,"Carrer de Roger de Llúria, 24, 08010, Barcelona",0.0,0,25
Amassame,INSIDER,"Carrer de Sant Medir, 8, 08028, Barcelona",0.0,0,15
Sésam Negre - Bruc,JAPONÉS,"Carrer del Bruc, 146, 08037, Barcelona",0.0,0,30
La Real Hamburguesería,AMERICANO,"Carrer de València, 285, 08009, Barcelona",0.0,0,12
Bouquet Experience,MEDITERRÁNEO,"Carrer de Roger de Llúria, 35, 08009, Barcelona",0.0,0,30
El Dorado,LATINO,"Carrer de Sugranyes, 27, 08028, Barcelona",0.0,0,15
DESTAPATE,ARGENTINO,"Carrer del Masnou, 27, 08014, Barcelona",0.0,0,18
La Mama Acasa,ESTE,"Carrer de Guitard, 41, 08014, Barcelona",0.0,0,18
La Despensa de Mitre,MEDITERRÁNEO,"Ronda del General Mitre, 114, 08021, Barcelona",0.0,0,30
Ivy Resto Lounge,JAPONÉS,"Carrer d'Aribau, 242, 08006, Barcelona",0.0,0,30
Can Punyetes - Gràcia,CATALÁN,"Carrer de Francisco Giner, 8, 08012, Barcelona",0.0,0,20
Pork&Tuna,MEDITERRÁNEO,"Passeig de Garcia Fària, 81, 08019, Barcelona",0.0,0,18
Le Bistrot de Pierrot,FRANCÉS,"Carrer de Julià Portet, 6, 08002, Barcelona",0.0,0,9
Pockets,ESPAÑOL,"Carrer de Provença, 322, 08037, Barcelona",0.0,0,16
La Caleta de Sants,VENEZOLANO,"Carretera de la Bordeta, 54, 08014, Barcelona",0.0,0,35
1902 Cafè Modernista,CATALÁN,"Carrer de Sant Antoni Maria Claret, 167, 08025, Barcelona",0.0,0,35
Agreste,MEDITERRÁNEO,"Carrer de Funoses-Llussà, 2, 08023, Barcelona",0.0,0,30
Arroz Hofmann,MEDITERRÁNEO,"Passeig de Sant Joan, 36, 08010, Barcelona",0.0,0,20
Ten's Tapas Restaurant by Jordi Cruz,MEDITERRÁNEO,"Carrer del Rec, 79, 08003, Barcelona",0.0,0,24
Belga Cuina,BELGA,"Carrer de València, 205, 08007, Barcelona",0.0,0,35
Robata,JAPONÉS,"Carrer d'Enric Granados 55, 08008, Barcelona",0.0,0,12
2Hundred Burger,AMERICANO,"Carrer de l'Or, 19, 08012, Barcelona",0.0,0,11
ArtiSa Barcelona,MEDITERRÁNEO,"Carrer de Colom, 2, 08002, Barcelona",0.0,0,65
Marea Alta,MEDITERRÁNEO,"Av. de les Drassanes, 6-8 (Edificio Colón, Planta 24), 08001, Barcelona",0.0,0,30
Green Spot,INSIDER,"Carrer de la Reina Cristina, 12, 08003, Barcelona",0.0,0,35
Cocina de Mercado - Novotel Barcelona City,MEDITERRÁNEO,"Av. Diagonal, 201, 08018, Barcelona",0.0,0,25
BO di NAPOLI,€,"Carrer de València, 197, 08011, Barcelona",0.0,0,40
Kokka,PERUANO,"Carrer d'Avinyó, 30, 08002, Barcelona",0.0,0,27
La Barra del Sandor,MEDITERRÁNEO,"Plaça de Francesc Macià, 5, 08021, Barcelona",0.0,0,19
Artesana Bio,MEDITERRÁNEO,"Carrer d'Entença, 57, 08015, Barcelona",0.0,0,35
Bilbao,MEDITERRÁNEO,"Carrer del Perill, 33, 08012, Barcelona",0.0,0,35
Platja Ca La Nuri,ARROCERÍA,"Porxos del Passeig Maritim de la Barceloneta, Local B, 08003, Barcelona",0.0,0,40
Fogo,BRASILEÑO,"Carrer de Còrsega, 231, 08036, Barcelona",0.0,0,"[18, 9, 16, 35, 35, 30, 20, 24, 35, 12, 11, 65, 30, 35, 25, 40, 27, 19, 35, 35, 40]"
La République du Fromage,FRANCÉS,"Carrer del Comte d'Urgell, 190, 08036, Barcelona",0.0,0,18
Casa Varela,MEDITERRÁNEO,"Plaça Molina, 4, 08006, Barcelona",0.0,0,25
El Secreto de Ellen,ESPAÑOL,"Carrer de la Diputació, 280, 08009, Barcelona",0.0,0,22
Fusión Grill,ASADOR,"Av. d' Eduard Maristany, 227, puerto de Badalona, 08912, Barcelona",0.0,0,18
Florida Grill,MEDITERRÁNEO,"Carrer de Floridablanca, 119, 08011, Barcelona",0.0,0,25
Hisako,JAPONÉS,"Carrer de Londres, 91, 08036, Barcelona",0.0,0,37
Oishi,JAPONÉS,"Carrer d'Aribau, 254, 08006, Barcelona",0.0,0,20
La Cuchara del Norte,MEDITERRÁNEO,"Carrer de Villarroel, 106, 08011, Barcelona",0.0,0,20
Al Jaima Els Encants,MARROQUÍ,"Calle Bolívia, 1-3, 08018, Barcelona",0.0,0,8
Tenorio,CATALÁN,"Passeig de Gràcia, 37, 08007, Barcelona",0.0,0,25
La Xula Tapería,MEDITERRÁNEO,"Carrer de la Mare de Déu dels Desemparats, 18, 08012, Barcelona",0.0,0,20
Il Capriccio Pizzeria Ristorante,ITALIANO,"Calle de Sant Antoni Maria Claret, 125, 08025, Barcelona",0.0,0,15
KoKo Restaurante Barcelona,FUSIÓN,"Carrer de Provença, 224b, 08026, Barcelona",0.0,0,21
Sushi Nomi,JAPONÉS,"Carrer de Muntaner, 208, 08036, Barcelona",0.0,0,20
Bar Bas,MEDITERRÁNEO,"Rambla de Catalunya, 7, 08007, Barcelona",0.0,0,30
Casa Chelis,ESPAÑOL,"Carrer de Muntaner, 102, 08036 Barcelona, Spain, 08036, Barcelona",0.0,0,25
Las 7 Maravillas,RUSO,"C/ Gran Vía de les Corts, 682, 08010, Barcelona",0.0,0,20
Asador de Burgos,ASADOR,"C/ Bruc, 120, 08009, Barcelona",0.0,0,30
Cachitos Diagonal,MEDITERRÁNEO,"Av. Diagonal, 508, 08006, Barcelona",0.0,0,30
Rainbow,AUTOR,"Carrer de Balmes, 167, 08008 Barcelona, Spain, 08008, Barcelona",0.0,0,15
Parellada,CATALÁN,"C/ Argenteria, 37, 08003, Barcelona",0.0,0,25
Típic i Català,AUTOR,"C/ Sicília 217, baixos, 08013, Barcelona",0.0,0,17
Embat,MEDITERRÁNEO,"C/ Mallorca, 304, 08037, Barcelona",0.0,0,25
Melo-Jia,CHINO,"C/ Còrsega, 250, 08008, Barcelona",0.0,0,20
Uma by Iker Erauzkin,MEDITERRÁNEO,"Carrer de Provença, 310, 08037, Barcelona",0.0,0,75
Tasca I Vins Diputació,CATALÁN,"C/ Diputació, 304, 08009, Barcelona",0.0,0,18
Vallirana Petit Bangkok,TAILANDÉS,"Carrer de Vallirana, 29, 08006, Barcelona",0.0,0,18
Yubari,JAPONÉS,"Avenida Diagonal, 339, 08037, Barcelona",0.0,0,30
Descobertas Do Lusitano,PORTUGUÉS,"C/ Llull, 169, 08005, Barcelona",0.0,0,22
Palosanto,MEDITERRÁNEO,"C/ Avinyó, 30, 08002, Barcelona",0.0,0,30
Monster Sushi,JAPONÉS,"Plaça de Gal·la Placídia 25, 08006, Barcelona",0.0,0,30
Telefèric - Eixample,ESPAÑOL,"Plaça del Dr. Letamendi, 27, 08007, Barcelona",0.0,0,35
Baribau,MEDITERRÁNEO,"C/ Aribau 131, 08036, Barcelona",0.0,0,25
L'Oliva,MEDITERRÁNEO,"C/ Indústria, 207, 08041, Barcelona",0.0,0,27
Patrón,MEDITERRÁNEO,"Travessera de Gràcia, 44, 08021, Barcelona",0.0,0,28
La Piemontesa Barcelona,€,"C/ Enric Granados, 60, 08008, Barcelona",0.0,0,24
Can Ravell,MERCADO,"C/ Aragó, 313, 08009, Barcelona",0.0,0,31
Alegra,MEDITERRÁNEO,"Moll d'Espanya, 5, 08039, Barcelona",0.0,0,35
Tantarantana,MEDITERRÁNEO,"C/ Tantarantana, 24, 08003, Barcelona",0.0,0,25
El Canalla,MEDITERRÁNEO,"C/ Major de Sarrià, 95, 08017, Barcelona",0.0,0,30
Nonono,MEDITERRÁNEO,"Passatge Lluis Pellicer, 12, 08036, Barcelona",0.0,0,25
Can Punyetes - Bonanova,CATALÁN,"Carrer de la Ciutat de Balaguer, 50, 08022, Barcelona",0.0,0,17
Zaatar,VEGETARIANO,"C/ Paris, 200, 08008, Barcelona",0.0,0,10
Casa Robin Hood,ITALIANO,"C/ Comte Borrell, 188, 08029, Barcelona",0.0,0,24
Kahala Restaurante Hawaiano,LATINO,"Avenida Diagonal, 535, 08029, Barcelona",0.0,0,19
Santa Burg Sants,AMERICANO,"C/ Vallespir, 51, 08014, Barcelona",0.0,0,13
Farga de Beethoven,MEDITERRÁNEO,"C/ Beethoven, 11, 08021, Barcelona",0.0,0,23
La Laia,€,"C/ Laforja, 61, 08021, Barcelona",0.0,0,35
Can Manel,ASADOR,"C/ Galileo, 85, 08028, Barcelona",0.0,0,30
Asador Sidrería Donosti,VASCO,"C/ Rosselló, 365, 08025, Barcelona",0.0,0,37
Salero,MEDITERRÁNEO,"C/ Rec, 60, 08003, Barcelona",0.0,0,22
Mordisco,ESPAÑOL,"Pasaje de la Concepción, 10, 08008, Barcelona",0.0,0,25
Centric 35,MEDITERRÁNEO,"C/ Olivera, 35, 08004, Barcelona",0.0,0,23
Botafumeiro,MARISQUERÍA,"Carrer Gran de Gràcia, 81, 08012, Barcelona",0.0,0,75
Carabassa,ITALIANO,"Carrer d'en Carabassa, 19, 08002, Barcelona",0.0,0,19
Martina's Restaurant,ARROCERÍA,"Avenida Moll d'Espanya, 5,, 08039, Barcelona",0.0,0,27
Lagar,MEDITERRÁNEO,"Carrer del Llenguadoc, 6, 08030, Barcelona",0.0,0,20
El Rincón de Zamora,CASTELLANO,"Flor de Neu 82, 08016, Barcelona",0.0,0,36
El Suquet de l'Almirall,ARROCERÍA,"Paseo Juan de Borbón, 65, 08003, Barcelona",0.0,0,31
Mei Hua,CHINO,"C/ Balmes, 301, 08006, Barcelona",0.0,0,18
Els Pescadors,MEDITERRÁNEO,"Plaça de Prim, 1, 08005, Barcelona",0.0,0,60
La Barbacoa de Gracia,CATALÁN,"C/ Torrent de les Flors, 65, 08024, Barcelona",0.0,0,20
Dolceta 2,CATALÁN,"C/ Comte Urgell, 266, 08036, Barcelona",0.0,0,20
Gallito,MEDITERRÁNEO,"Passeig del Mare Nostrum, 19-21, 08039, Barcelona",0.0,0,32
Sigarra,CATALÁN,"C/ Ramón Turró, 201 o Joncar 13 (junto Rambla Poblenou), 08005, Barcelona",0.0,0,10
Watatsumi,AUTOR,"Gran Vía, 373, 08015, Barcelona",0.0,0,22
Els Ocellets,MEDITERRÁNEO,"Ronda Sant Pau, 55, 08015, Barcelona",0.0,0,32
Molina,ESPAÑOL,"Passeig de Sant Gervasi, 65, 08022, Barcelona",0.0,0,26
Basilea,SUIZO,"C/ de Sant Antoni Maria Claret, 211, 08041, Barcelona",0.0,0,35
Lisboa,PORTUGUÉS,"C/ Comte Borrell, 145, 08015, Barcelona",0.0,0,18
Café Emma,FRANCÉS,"C/ Pau Claris, 142, 08009, Barcelona",0.0,0,33
La Muscleria,MEDITERRÁNEO,"Carrer de Mallorca, 290, Barcelona, Spain, 08037, Barcelona",0.0,0,17
Napoletani D.O.C,€,"C/ Diputación, 101, 08015, Barcelona",0.0,0,27
Ca La Mariona,MEDITERRÁNEO,"Carrer d'Amigó, 53, 08021, Barcelona",0.0,0,20
El Rebost Ibèric,MEDITERRÁNEO,"C/ de Fígols, 15-17, 08028, Barcelona",0.0,0,47
Restaurante Santiaguiño,GALLEGO,"C/ Buenos Aires, 2, 08029, Barcelona",0.0,0,22
Pez Vela,ARROCERÍA,"Passeig del Mare Nostrum, 19, 08039, Barcelona",0.0,0,40
El Portaló de Sant Andreu,CATALÁN,"C/ Gran de Sant Andreu, 34, 08030, Barcelona",0.0,0,23
Tapas Locas,ESPAÑOL,"C/ Moll de Mestral, 8-9 (Port Olimpic), 08005, Barcelona",0.0,0,21
Los Asadores,ARGENTINO,"Avinguda de la Riera de Cassoles, 4, 08012, Barcelona",0.0,0,22
Cheese's Art,MEDITERRÁNEO,"C/ Enric Granados. 13, 08007, Barcelona",0.0,0,32
Basílico,MEDITERRÁNEO,"Avenida. Paralelo, 142, 08015, Barcelona",0.0,0,25
Ornina,MERCADO,"Avinguda Diagonal, 593, 08014, Barcelona",0.0,0,49
Casa de Tapes Cañota,GALLEGO,"C/ Lleida, 7, 08004, Barcelona",0.0,0,19
La Forquilla,MEDITERRÁNEO,"Carrer de Pere IV, 210, 08005, Barcelona",0.0,0,40
Mató de Pedralbes,MEDITERRÁNEO,"C/ Bisbe Català, 10, 08034, Barcelona",0.0,0,35
Miu Taverna Japonesa,JAPONÉS,"Carrer d'Enric Granados, 23 08007 Barcelona, 08007, Barcelona",0.0,0,17
Miguelitos,MEDITERRÁNEO,"Avenida Diagonal, 405, 08008, Barcelona",0.0,0,25
Le Petit Bergerac,FRANCÉS,"C/ Aribau, 141, 08036, Barcelona",0.0,0,25
Annapurna Barcelona,ASIÁTICO,"C/ París, 161, 08036, Barcelona",0.0,0,16
La Font del Gat,MEDITERRÁNEO,"Paseo de Santa Madrona, 28, 08038, Barcelona",0.0,0,26
Doble ZerOO,JAPONÉS,"C/ de Jaume Giralt, 53, 08003, Barcelona",0.0,0,23
El Racó de la Vila,MEDITERRÁNEO,"Carrer de la Ciutat de Granada, 33, 08005, Barcelona",0.0,0,25
El Edén de Laforja,CREATIVO,"C/ Laforja, 3, 08006, Barcelona",0.0,0,26
El Cafeti,CATALÁN,"C/ Sant Rafael, 18, 08001, Barcelona",0.0,0,27
Miramar Club,MEDITERRÁNEO,"Carretera de Miramar, 40, 08038, Barcelona",0.0,0,40
El Ramblero,FUSIÓN,"C/ Pont Del Treball, 13, 08020, Barcelona",0.0,0,30
Iurantia,CREATIVO,"C/ Casanova, 42, 08011, Barcelona",0.0,0,22
Imprevist,MEDITERRÁNEO,"Carrer de Ferlandina, 08001, Barcelona",0.0,0,25
Agua,ARROCERÍA,"Passeig Marítim, 30, 08003, Barcelona",0.0,0,40
Bestial,MEDITERRÁNEO,"C/ Ramón Trias Fargas, 2, 08005, Barcelona",0.0,0,41
Tragaluz,MEDITERRÁNEO,"Passatge de la Concepció, 5, 08008, Barcelona",0.0,0,32
Negro,MEDITERRÁNEO,"Avenida Diagonal, 640, 08017, Barcelona",0.0,0,35
Daps,MEDITERRÁNEO,"Avenida Diagonal, 469, 08036, Barcelona",0.0,0,24
Little Italy Jazz,MEDITERRÁNEO,"C/ Rec, 30, 08003, Barcelona",0.0,0,23
Asador del Mar,ASADOR,"Carrer de Bori i Fontestà, 45, 08017, Barcelona",0.0,0,28
Marina Bay,ARROCERÍA,"Carrer de la Marina, 19, 08005, Barcelona",0.0,0,27
El Tinglado,ESPAÑOL,"Moll de Gregal, 5, 08005, Barcelona",0.0,0,25
The Chipirón,MEDITERRÁNEO,"Moll d'Espanya, s/n, 08039, Barcelona",0.0,0,27
Chiringuito las Sardinitas,MEDITERRÁNEO,"Av. del Litoral, 36, 08005, Barcelona",0.0,0,25
Taberna del Cura,ESPAÑOL,"Carrer Gran de Gràcia, 83, 08012, Barcelona",0.0,0,25
Gelonch,MEDITERRÁNEO,"Carrer de Bailèn, 56, 08009, Barcelona",0.0,0,54
Torre d'Alta Mar,MEDITERRÁNEO,"Passeig Joan de Borbó, 88, 08039, Barcelona",0.0,0,75
Cinc Sentits,CATALÁN,"Carrer d'Entença, 60, 08015, Barcelona",0.0,0,80
Mexico dorado,MEXICANO,"Carrer de Sants, 6, 08014, Barcelona",0.0,0,20
Mi Restaurante,JAPONÉS,"Carrer del Carme, 74, 08001, Barcelona",0.0,0,15
El calamarcito de Beirut,LIBANÉS,"Carrer de Llull, 229, 08005, Barcelona",0.0,0,15
Zizinia,ÁRABE,"Carrer del Torrent de les Flors, 87, 08024, Barcelona",0.0,0,15
Shalimar,IRANÍ,"Carrer del Carme, 71, 08001, Barcelona",0.0,0,12
